SiO2 Na2O CaO Al2O3 B2O3 MgO PbO P2O5 Li2O K2O TiO2 BaO ZnO
60.05 0.0 0.0 14.68 0.0 0.0 0.0 0.0 0.0 25.27 0.0 0.0 0.0
60.0 10.0 0.0 15.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.7 9.99 14.97 15.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.12 9.99 0.0 14.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.96 0.0
60.29 10.12 0.0 14.32 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.27
55.71 9.88 0.0 14.5 0.0 19.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0
55.06 9.92 20.58 14.15 0.0 0.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0
55.29 10.03 0.0 15.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 19.66 0.0
55.45 9.95 0.01 14.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 19.84
60.59 4.95 0.0 14.8 0.0 14.63 0.0 0.0 0.0 4.93 0.0 0.0 0.0
59.68 5.09 15.3 14.72 0.0 0.12 0.0 0.0 0.0 4.99 0.0 0.0 0.008285
59.76 4.97 0.0 15.33 0.0 0.0 0.0 0.0 0.0 4.85 0.0 14.97 0.0
59.23 5.12 0.01 14.95 0.0 0.0 0.0 0.0 0.0 5.0 0.0 0.0 15.69
55.51 5.18 0.0 14.73 0.0 19.56 0.0 0.0 0.0 5.02 0.0 0.0 0.0
55.15 5.1 20.36 14.38 0.0 0.0 0.0 0.0 0.0 5.01 0.0 0.0 0.0
55.25 4.99 0.0 14.44 0.0 0.0 0.0 0.0 0.0 4.85 0.0 20.29 0.0
54.15 5.31 0.0 15.15 0.0 0.0 0.0 0.0 0.0 5.35 0.0 0.0 19.97
65.51 0.07 0.0 15.29 0.0 0.0 0.0 0.0 16.3 0.0 0.0 0.0 0.0
65.74 0.06 0.0 15.28 0.0 4.19 0.0 0.0 14.73 0.0 0.0 0.0 0.0
65.13 0.06 0.0 15.19 0.0 0.0 0.0 0.0 14.86 0.0 0.0 0.0 4.76
65.18 0.1 0.0 15.98 0.0 0.0 0.0 4.72 14.02 0.0 0.0 0.0 0.0
64.59 0.1 0.0 15.01 0.0 0.0 0.0 0.0 15.1 0.0 0.0 5.2 0.0
65.32 7.49 0.0 15.24 0.0 0.0 0.0 0.0 7.3 0.0 4.65 0.0 0.0
65.99 7.77 0.0 15.18 0.0 3.84 0.0 0.0 7.22 0.0 0.0 0.0 0.0
65.84 7.57 0.0 14.52 0.0 0.0 0.0 0.0 7.2 0.0 0.0 0.0 4.87
64.1 7.66 0.0 15.45 0.0 0.0 0.0 5.29 0.0 7.5 0.0 0.0 0.0
65.28 7.61 4.96 14.96 0.0 0.0 0.0 0.0 7.19 0.0 0.0 0.0 0.0
65.0 7.54 0.0 15.12 0.0 0.0 0.0 0.0 7.24 0.0 0.0 5.1 0.0
63.64 6.24 0.0 4.95 0.0 0.0 0.0 0.0 0.0 4.76 0.0 20.03 0.0
63.53 6.02 4.82 5.0 0.0 0.0 0.0 0.0 0.0 4.97 0.0 15.43 0.0
64.14 5.81 10.24 4.97 0.0 0.0 0.0 0.0 0.0 4.79 0.0 9.82 0.0
64.08 5.73 14.87 5.08 0.0 0.22 0.0 0.0 0.0 4.77 0.0 5.2 0.0
64.22 5.62 20.1 4.96 0.0 0.22 0.0 0.0 0.0 4.88 0.0 0.0 0.0
64.86 5.79 10.08 4.88 0.0 9.38 0.0 0.0 0.0 5.01 0.0 0.0 0.0
63.44 6.17 5.38 5.02 0.0 15.05 0.0 0.0 0.0 4.94 0.0 0.0 0.0
67.14 5.62 0.0 4.9 0.0 17.65 0.0 0.0 0.0 4.69 0.0 0.0 0.0
53.8 5.0 0.0 10.11 10.45 15.5 0.0 0.0 0.0 5.04 0.0 0.008375 0.0
51.98 5.08 15.88 10.8 10.96 0.12 0.0 0.0 0.0 5.08 0.0 0.0 0.0
55.19 5.05 0.0 9.77 9.84 0.0 0.0 0.0 0.0 5.01 0.0 14.98 0.0
53.92 5.1 0.0 10.69 10.12 0.0 0.0 0.0 0.0 5.01 0.0 0.0 15.05
54.25 5.11 0.0 7.74 9.54 15.49 0.0 0.0 0.0 5.1 2.65 0.0 0.02
54.99 4.97 0.0 7.66 9.76 0.0 0.0 0.0 0.0 4.69 2.57 15.18 0.0
54.62 5.04 0.0 7.79 9.65 15.44 0.0 0.0 0.0 5.06 0.0 0.0 0.0
55.22 4.94 15.37 8.22 8.93 0.0 0.0 0.0 0.0 4.83 0.0 0.0 0.0
56.01 4.9 0.0 7.46 9.39 0.0 0.0 0.0 0.0 4.78 0.0 14.89 0.0
55.48 4.82 0.01 7.69 9.87 0.0 0.0 0.0 0.0 4.81 0.0 0.0 14.81
58.94 0.03 24.6 7.0 0.0 2.32 0.0 0.0 0.0 0.0 2.01 0.0 4.94
58.71 4.93 24.6 6.98 0.0 2.5 0.0 0.0 0.0 0.0 2.15 0.0 0.0
58.91 0.04 24.34 7.02 0.0 2.24 0.0 0.0 0.0 4.9 2.42 0.0 0.0
58.57 2.62 24.07 7.02 0.0 2.72 0.0 0.0 0.0 2.54 2.33 0.0 0.0
64.05 0.04 28.09 7.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.25 0.05 25.41 7.93 0.0 4.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.15 0.0 20.1 6.57 0.0 8.18 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.3 0.0 14.47 7.39 0.0 12.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.53 0.0 10.14 7.65 0.0 17.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.56 0.09 5.11 8.39 0.0 22.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.79 0.19 0.01 8.47 0.0 23.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.54 0.11 15.2 7.04 0.0 4.4 0.0 0.0 0.0 10.54 0.0 0.0 0.0
63.86 5.19 14.26 7.17 0.0 4.5 0.0 0.0 0.0 5.02 0.0 0.0 0.0
62.16 10.1 0.0 17.82 0.0 0.0 0.0 0.0 0.0 9.78 0.0 0.0 0.0
57.36 11.47 0.0 11.87 0.0 0.0 0.0 0.0 0.0 11.08 0.0 8.22 0.0
49.58 10.22 0.0 10.4 0.0 0.0 0.0 0.0 0.0 9.98 0.0 19.82 0.0
50.0 10.19 0.0 10.2 0.0 0.0 0.0 0.0 0.0 10.07 0.0 0.0 19.54
49.9 15.14 9.91 10.04 0.0 0.0 0.0 0.0 0.0 15.01 0.0 0.0 0.0
49.34 15.05 0.0 10.15 0.0 0.0 0.0 0.0 0.0 14.85 0.0 10.61 0.0
49.82 15.23 0.0 10.09 0.0 0.0 0.0 0.0 0.0 15.02 0.0 0.0 9.84
50.02 15.12 4.83 15.17 0.0 0.0 0.0 0.0 0.0 14.86 0.0 0.0 0.0
49.72 15.21 0.0 15.41 0.0 0.0 0.0 0.0 0.0 14.24 0.0 5.42 0.0
50.24 15.15 0.0 15.32 0.0 0.0 0.0 0.0 0.0 14.88 0.0 0.0 4.41
60.26 10.04 0.0 15.08 0.0 0.0 0.0 0.0 0.0 9.95 0.0 0.0 4.67
69.99 10.23 0.0 9.98 0.0 0.0 0.0 0.0 0.0 9.8 0.0 0.0 0.0
78.92 3.83 0.0 0.0 14.38 0.0 0.0 0.0 0.0 0.0 0.97 0.0 0.0
74.27 7.15 1.16 3.18 13.77 0.0 0.0 0.0 0.0 0.03 0.0 0.44 0.0
78.49 6.67 2.24 1.86 9.2 0.0 0.0 0.0 0.0 0.0 1.54 0.0 0.0
79.19 5.14 1.14 3.1 9.78 0.0 0.0 0.0 0.0 1.27 0.0 0.38 0.0
60.15 9.64 5.83 0.0 14.29 4.97 0.0 0.0 0.0 5.12 0.0 0.0 0.0
57.24 10.12 0.0 0.0 15.72 4.92 0.0 0.0 0.0 6.2 0.0 5.8 0.0
69.37 0.07 0.0 12.76 8.02 0.0 0.0 0.0 0.0 0.0 0.0 5.03 2.61
68.53 0.0 6.58 6.69 5.17 6.63 0.0 0.0 0.0 3.46 0.0 0.0 2.94
70.82 9.83 15.06 3.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.0 8.62 15.45 0.0 1.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.53 9.99 0.0 3.24 0.0 0.0 0.0 0.0 0.0 0.08 0.0 16.02 0.0
73.21 10.06 0.0 3.08 0.0 11.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.1 15.05 12.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.96 0.01 12.21 0.0 0.0 0.0 0.0 0.0 0.0 14.43 0.0 0.0 0.0
73.16 0.0 11.77 0.0 0.0 0.0 0.0 0.0 14.91 0.0 0.0 0.0 0.0
68.14 7.69 1.03 0.0 0.0 0.0 0.0 0.0 0.0 5.66 5.54 5.29 6.46
71.61 7.83 1.01 0.0 0.0 0.0 0.0 0.0 0.0 5.69 0.0 5.48 6.68
75.95 8.04 1.18 0.0 0.0 0.0 0.0 0.0 0.0 4.01 2.51 2.28 5.66
72.94 8.46 1.21 0.0 0.0 0.0 0.0 0.0 0.0 4.21 4.12 2.49 5.75
72.73 8.05 4.49 0.0 0.0 0.03 0.0 0.0 0.0 3.9 2.35 1.06 7.05
76.53 8.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.19 2.19 2.98 5.34
75.71 4.35 1.21 0.0 0.0 0.0 0.0 0.0 0.0 7.29 2.84 2.48 5.75
74.32 11.37 1.19 0.0 0.0 0.0 0.0 0.0 0.0 2.04 2.61 2.42 5.68
75.87 8.48 3.54 0.0 0.0 0.03 0.0 0.0 0.0 4.17 1.69 3.37 2.35
79.46 4.1 1.19 0.0 0.0 0.0 0.0 0.0 0.0 6.91 0.82 2.32 5.04
0.36 0.07 0.0 10.01 0.0 9.81 0.0 49.84 0.0 0.0 0.0 0.0 29.91
0.37 0.09 10.07 10.21 0.0 0.08 0.0 49.0 0.0 0.0 0.0 0.0 30.18
0.4 0.1 0.0 9.8 0.0 0.0 0.0 49.62 0.0 0.0 0.0 9.38 30.62
0.98 0.06 0.0 5.56 5.11 0.0 0.0 48.63 0.0 0.0 0.0 9.65 29.93
2.31 0.02 0.04 0.68 9.79 0.0 0.0 47.46 0.0 0.0 0.0 9.81 29.81
0.34 0.07 0.04 10.17 0.0 29.57 0.0 49.21 0.0 0.0 0.0 0.0 10.6
59.89 18.56 21.43 0.0 0.0 0.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50.0 22.44 22.09 0.0 0.0 2.71 0.0 2.76 0.0 0.0 0.0 0.0 0.0
50.13 20.23 24.2 0.0 0.0 0.14 0.0 2.59 0.0 0.0 2.71 0.0 0.0
45.9 19.83 22.73 0.0 0.0 0.19 0.0 2.83 0.0 0.0 8.52 0.0 0.0
69.6 21.7 0.0 0.0 8.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
57.0 24.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
42.0 26.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
23.5 30.0 0.0 0.0 46.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.75 10.48 2.47 3.22 11.69 0.0 0.0 0.0 0.0 0.67 0.0 0.0 0.7
71.13 6.02 0.0 4.5 9.14 0.0 0.0 0.0 7.57 0.0 0.0 0.0 1.58
67.91 6.4 0.0 4.99 9.02 0.0 0.0 0.0 8.41 0.0 0.0 0.0 1.54
69.61 6.58 0.0 4.86 9.19 0.0 0.0 0.0 7.76 0.0 0.0 0.0 1.46
66.03 6.66 0.0 5.22 9.35 0.0 0.0 0.0 7.75 3.32 0.0 0.0 1.61
63.8 6.82 0.0 7.85 9.56 0.0 0.0 0.0 6.85 3.4 0.0 0.0 1.65
60.68 7.75 0.0 7.7 9.41 0.0 0.0 0.0 8.9 3.38 0.0 0.0 1.59
61.54 6.7 0.0 7.69 9.38 0.0 0.0 0.0 8.83 3.36 0.0 0.0 1.62
65.73 7.58 0.0 5.15 9.23 0.0 0.0 0.0 8.69 1.97 0.0 0.0 1.59
67.06 8.48 0.0 5.1 9.13 0.0 0.0 0.0 8.59 0.0 0.0 0.0 1.58
71.37 13.36 8.44 0.81 0.0 6.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.27 13.34 8.42 0.81 0.0 6.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.15 13.32 8.41 0.81 0.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.84 13.26 8.37 0.8 0.0 5.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.28 13.16 8.31 0.8 0.0 5.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.74 13.05 8.25 0.8 0.0 5.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.66 13.04 8.24 0.79 0.0 5.86 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.29 12.93 8.17 0.78 0.0 5.83 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.21 12.5 7.9 0.76 0.0 5.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.45 5.67 0.0 9.76 9.72 0.0 0.0 0.0 6.75 1.1 0.0 0.0 0.0
67.43 5.16 0.0 9.85 9.93 0.0 0.0 0.0 6.11 0.97 0.0 0.0 0.0
64.48 6.77 0.0 9.44 9.46 0.0 0.0 0.0 8.0 1.3 0.0 0.0 0.0
62.54 7.86 0.0 9.12 9.21 0.0 0.0 0.0 9.23 1.5 0.0 0.0 0.0
60.07 9.77 0.0 8.79 8.79 0.0 0.0 0.0 10.36 1.68 0.0 0.0 0.0
58.8 9.91 0.0 8.57 8.64 0.0 0.0 0.0 11.66 1.88 0.0 0.0 0.0
56.92 10.95 0.0 8.32 8.31 0.0 0.0 0.0 12.83 2.14 0.0 0.0 0.0
54.92 11.97 0.0 8.01 8.06 0.0 0.0 0.0 14.19 2.32 0.0 0.0 0.0
53.11 12.9 0.0 7.78 7.83 0.0 0.0 0.0 15.35 2.5 0.0 0.0 0.0
51.38 13.91 0.0 7.49 7.52 0.0 0.0 0.0 16.5 2.68 0.0 0.0 0.0
66.23 4.05 4.04 3.05 3.16 5.92 0.0 0.0 7.58 1.3 2.45 0.0 0.0
68.53 4.0 4.0 1.84 3.13 5.84 0.0 0.0 7.5 1.29 1.67 0.0 0.0
69.34 5.57 0.0 5.68 4.78 0.0 0.0 0.0 10.33 1.83 1.46 0.0 0.0
68.91 5.47 0.0 5.66 4.78 0.0 0.0 0.0 10.29 1.8 1.49 0.0 0.0
68.56 5.47 0.0 5.62 4.78 0.0 0.0 0.0 10.33 1.83 2.4 0.0 0.0
69.58 5.45 0.0 5.61 4.76 0.0 0.0 0.0 10.3 1.83 1.46 0.0 0.0
68.7 5.48 0.0 6.36 4.79 0.0 0.0 0.0 10.35 1.84 1.47 0.0 0.0
68.75 7.38 0.0 5.64 4.8 0.0 0.0 0.0 9.31 1.64 1.47 0.0 0.0
69.93 7.56 0.0 5.75 3.01 0.0 0.0 0.0 9.5 1.7 1.54 0.0 0.0
69.52 5.04 0.0 5.7 4.85 0.0 0.0 0.0 9.42 1.66 2.97 0.0 0.0
69.34 5.03 0.0 5.69 4.84 0.0 0.0 0.0 9.39 1.66 2.42 0.0 0.0
68.08 5.43 0.0 5.59 4.75 0.0 0.0 0.0 12.28 1.17 1.46 0.0 0.0
68.15 3.47 0.0 5.59 4.75 0.0 0.0 0.0 13.95 1.17 1.46 0.0 0.0
66.35 1.93 0.0 5.44 4.63 0.0 0.0 0.0 18.18 0.63 1.42 0.0 0.0
69.42 3.32 0.0 5.7 4.84 0.0 0.0 0.0 11.7 2.05 1.49 0.0 0.0
68.67 1.7 0.0 5.63 4.79 0.0 0.0 0.0 13.84 2.43 1.47 0.0 0.0
70.4 3.46 0.0 5.76 2.37 0.0 0.0 0.0 13.93 1.17 1.46 0.0 0.0
68.54 1.92 0.0 5.61 2.31 0.0 0.0 0.0 18.15 0.63 1.42 0.0 0.0
65.05 3.53 0.0 8.53 4.49 0.0 0.0 0.0 14.23 1.2 1.49 0.0 0.0
63.29 1.96 0.0 8.3 4.37 0.0 0.0 0.0 18.53 0.65 1.45 0.0 0.0
68.54 3.49 0.0 6.83 3.01 0.0 0.0 0.0 14.02 1.18 1.47 0.0 0.0
58.41 2.71 2.44 6.78 6.7 3.4 0.0 0.0 12.91 1.59 2.57 0.0 0.0
59.56 2.16 2.16 7.26 7.24 3.01 0.0 0.0 12.16 1.42 2.32 0.0 0.0
70.22 5.6 0.0 5.76 4.89 0.0 0.0 0.0 8.47 1.88 1.5 0.41 0.0
69.21 5.52 0.0 5.68 4.83 0.0 0.0 0.0 10.43 1.19 1.48 0.41 0.0
70.44 5.11 0.0 5.78 4.01 0.0 0.0 0.0 9.54 1.68 1.51 0.41 0.0
70.66 5.13 0.0 5.8 3.1 0.0 0.0 0.0 9.57 1.69 1.51 0.41 0.0
69.02 3.01 0.0 5.66 3.03 0.0 0.0 0.0 13.51 1.65 1.48 0.4 0.76
68.43 2.98 0.0 5.61 4.77 0.0 0.0 0.0 13.4 1.63 1.46 0.48 0.0
68.44 5.46 0.0 5.62 4.77 0.0 0.0 0.0 10.31 1.83 2.62 0.0 0.0
69.42 5.04 0.0 5.7 4.84 0.0 0.0 0.0 9.41 1.66 2.97 0.0 0.0
69.52 5.04 0.0 5.7 4.85 0.0 0.0 0.0 9.42 1.66 2.43 0.0 0.0
70.55 5.13 0.0 5.79 4.92 0.0 0.0 0.0 9.56 1.69 0.8 0.0 0.0
70.78 5.14 0.0 5.81 4.94 0.0 0.0 0.0 9.6 1.9 0.32 0.0 0.0
70.64 5.54 0.0 5.8 4.93 0.0 0.0 0.0 9.57 1.69 0.32 0.0 0.0
61.19 2.46 0.0 7.83 2.37 13.16 0.0 0.0 7.36 1.36 3.52 0.0 0.0
60.74 1.66 0.0 8.67 1.04 13.06 0.0 0.0 9.52 1.09 3.48 0.0 0.0
60.54 2.86 0.0 8.69 0.97 13.19 0.0 0.0 7.98 1.49 3.52 0.0 0.0
63.35 2.26 0.0 8.26 1.4 8.78 0.0 0.0 11.03 1.1 2.83 0.0 0.0
63.07 3.88 0.0 8.29 1.33 8.88 0.0 0.0 9.09 1.64 2.86 0.0 0.0
62.13 1.7 0.0 8.87 1.07 8.76 0.0 0.0 9.74 1.12 3.57 0.0 2.28
61.95 2.93 0.0 8.89 0.99 8.85 0.0 0.0 8.17 1.53 3.6 0.0 2.31
63.12 1.73 0.0 9.01 1.08 5.77 0.0 0.0 9.89 1.14 3.62 0.0 3.86
62.96 2.97 0.0 9.04 1.0 5.83 0.0 0.0 8.3 1.55 3.66 0.0 3.91
60.76 1.66 0.0 8.67 1.04 13.08 0.0 0.0 9.52 1.09 1.21 0.0 2.23
74.69 14.08 10.01 1.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.58 3.11 0.0 1.89 16.6 0.0 0.0 0.0 3.22 3.07 0.0 0.0 0.0
61.66 3.26 0.0 5.29 22.26 0.0 0.0 0.0 3.38 3.22 0.0 0.0 0.0
66.16 3.21 0.0 3.25 19.98 0.0 0.0 0.0 3.33 3.16 0.0 0.0 0.0
78.84 3.1 0.0 1.88 9.2 0.0 0.0 0.0 3.21 3.06 0.0 0.0 0.0
65.07 3.15 0.0 1.28 23.4 0.0 0.0 0.0 3.27 3.11 0.0 0.0 0.0
69.66 3.22 0.0 6.52 13.36 0.0 0.0 0.0 3.34 3.17 0.0 0.0 0.0
74.99 0.0 0.0 2.93 19.04 0.0 0.0 0.0 0.0 2.25 0.0 0.0 0.0
73.2 0.0 0.0 3.32 15.55 0.0 0.0 0.0 0.0 7.18 0.0 0.0 0.0
68.75 2.08 0.0 1.9 13.91 0.0 0.0 0.0 6.48 6.17 0.0 0.0 0.0
67.87 3.13 0.0 1.9 13.02 0.0 0.0 0.0 6.5 6.87 0.0 0.0 0.0
71.53 3.13 0.0 1.9 14.86 0.0 0.0 0.0 3.25 3.09 1.62 0.0 0.0
68.12 3.17 0.0 1.93 13.17 0.0 0.0 0.0 3.29 3.13 6.56 0.0 0.0
70.36 2.13 0.0 1.94 14.23 0.0 0.0 0.0 5.53 3.16 0.0 0.0 0.0
72.42 2.07 0.0 2.07 13.88 0.0 0.0 0.0 5.35 3.06 0.4 0.0 0.0
68.03 3.98 0.0 1.91 10.72 0.0 0.0 0.0 5.21 2.89 6.5 0.0 0.0
73.58 3.29 0.0 2.0 11.73 0.0 0.0 0.0 3.42 3.25 0.85 0.0 0.0
73.74 3.15 0.0 1.92 13.1 0.0 0.0 0.0 3.27 3.11 0.0 0.0 0.0
74.04 3.12 0.0 1.9 13.89 0.0 0.0 0.0 3.24 3.08 0.0 0.0 0.0
71.35 3.1 0.0 1.88 16.55 0.0 0.0 0.0 3.21 3.06 0.0 0.0 0.0
71.61 3.11 0.0 1.89 16.61 0.0 0.0 0.0 3.22 3.07 0.0 0.0 0.0
71.62 3.11 0.0 1.89 16.61 0.0 0.0 0.0 3.22 3.07 0.0 0.0 0.0
66.08 2.79 0.77 6.54 0.0 10.27 0.0 0.0 5.79 1.77 3.25 0.0 2.28
65.17 2.84 0.56 9.12 0.0 9.67 0.0 0.0 5.89 1.8 3.23 0.0 0.0
64.7 2.82 0.22 9.06 0.0 10.84 0.0 0.0 5.85 1.66 2.81 0.0 0.0
62.3 3.53 1.15 9.38 0.92 8.44 0.0 0.0 4.95 3.21 3.22 0.0 2.29
61.68 3.49 4.42 9.3 0.91 8.36 0.0 0.0 4.89 3.17 3.18 0.0 0.0
62.2 3.52 3.32 9.37 1.2 8.43 0.0 0.0 4.29 3.2 3.21 0.0 0.71
62.75 5.58 4.45 9.42 2.11 8.42 0.0 0.14 2.14 1.22 3.29 0.0 0.0
63.17 5.62 2.18 8.85 2.13 8.47 0.0 0.0 2.16 1.23 3.31 0.0 2.3
62.33 5.54 4.42 9.36 1.19 8.36 0.0 0.0 4.26 1.22 2.47 0.0 0.0
63.54 5.45 4.35 7.97 1.17 8.22 0.0 0.0 3.76 1.19 3.99 0.0 0.0
62.4 6.54 4.4 9.38 2.09 8.48 0.0 0.0 2.12 0.2 4.04 0.0 0.0
59.61 6.58 4.43 10.69 3.02 8.54 0.0 0.0 2.56 0.2 4.07 0.0 0.0
57.65 6.6 4.45 10.72 4.87 8.56 0.0 0.0 2.57 0.2 4.08 0.0 0.0
62.3 6.52 3.49 9.35 2.09 9.4 0.0 0.0 2.11 0.47 4.03 0.0 0.0
62.2 5.53 4.41 9.34 1.19 6.77 0.0 0.0 4.25 1.21 4.77 0.0 0.0
62.54 6.55 1.13 9.4 1.19 8.5 0.0 0.0 4.25 0.2 3.5 0.0 2.26
62.44 6.54 1.13 9.39 2.55 8.49 0.0 0.0 4.24 0.4 3.25 0.0 1.09
64.73 6.46 4.35 7.42 2.07 8.38 0.0 0.0 2.09 0.2 3.99 0.0 0.0
61.31 3.47 3.83 9.24 2.18 8.31 0.0 0.0 5.08 3.09 1.58 0.0 1.55
61.25 6.51 3.76 9.19 2.23 8.31 0.0 0.0 4.98 0.0 1.32 0.0 2.29
62.33 6.46 3.63 9.36 2.65 8.36 0.0 0.0 2.13 1.08 1.67 0.0 1.88
95.26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.74 0.0 0.0
94.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.67 0.0 0.0
78.44 0.0 10.93 10.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.0 0.0 7.4 6.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
46.1 24.4 26.9 0.0 0.0 0.0 0.0 2.6 0.0 0.0 0.0 0.0 0.0
46.1 18.4 26.9 0.0 0.0 0.0 0.0 2.6 6.0 0.0 0.0 0.0 0.0
92.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.08 0.0 0.0
93.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.06 0.0 0.0
93.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.92 0.0 0.0
93.54 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.45 0.0 0.0
64.82 2.82 1.11 9.07 0.0 10.39 0.0 0.0 5.86 1.79 3.6 0.0 0.0
62.14 4.5 3.28 9.32 1.18 8.33 0.0 0.0 4.24 1.14 3.25 0.0 2.26
62.26 6.73 4.39 9.37 3.9 8.46 0.0 0.0 2.11 0.0 2.45 0.0 0.0
61.71 5.5 4.42 9.0 0.98 8.31 0.0 0.0 6.23 0.2 3.18 0.0 0.0
62.63 6.56 3.29 9.41 2.1 8.52 0.0 0.0 2.13 0.2 4.85 0.0 0.0
72.79 0.0 0.0 4.55 17.14 0.0 0.0 0.0 0.0 4.22 0.0 1.3 0.0
46.14 24.35 26.91 0.0 0.0 0.0 0.0 2.6 0.0 0.0 0.0 0.0 0.0
43.75 24.74 27.34 0.0 0.0 0.0 0.0 2.65 0.0 0.0 0.0 0.0 0.0
68.73 18.02 8.19 1.83 0.0 0.93 0.0 0.03 0.0 0.38 0.05 0.0 0.0
71.24 16.26 7.79 1.58 0.0 0.53 0.0 0.01 0.0 0.3 0.04 0.0 0.0
62.05 14.09 11.54 3.17 0.0 5.45 0.0 0.09 0.0 1.55 0.1 0.0 0.0
65.69 9.58 15.22 1.14 0.0 4.49 0.0 0.24 0.0 2.15 0.07 0.0 0.0
68.68 15.43 8.63 1.37 0.0 2.71 0.0 0.06 0.0 1.04 0.08 0.0 0.0
67.75 14.71 9.55 1.43 0.0 3.13 0.0 0.1 0.0 1.1 0.09 0.0 0.0
59.9 1.95 26.88 2.26 0.0 4.19 0.0 0.77 0.0 2.06 0.22 0.0 0.0
50.55 0.33 26.43 0.81 0.0 6.73 0.0 0.59 0.0 12.77 0.08 0.0 0.0
49.4 0.4 27.14 0.53 0.0 7.24 0.0 0.57 0.0 12.68 0.06 0.0 0.0
50.52 0.51 26.39 0.66 0.0 7.17 0.0 0.61 0.0 11.98 0.06 0.0 0.0
53.78 0.41 24.47 2.15 0.0 6.97 0.0 2.4 0.0 7.28 0.17 0.0 0.0
63.36 0.0 2.56 0.0 10.32 0.0 0.0 0.0 0.0 19.07 0.0 4.69 0.0
24.95 12.48 0.0 0.0 62.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
48.5 3.0 0.0 0.0 48.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
42.41 14.97 0.0 0.0 42.41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.9 6.49 0.0 0.0 33.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.91 9.99 0.0 0.0 15.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.87 4.29 0.0 1.0 20.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.35 4.89 0.0 1.3 11.78 0.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0
74.0 10.0 0.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.4 0.0 0.0 1.3 11.79 0.0 0.0 0.0 5.39 0.0 0.0 0.0 0.0
72.5 0.7 0.0 2.0 18.97 0.0 0.0 0.0 0.8 4.89 0.0 0.0 0.0
74.0 10.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
