SiO2 Na2O B2O3 CaO Al2O3 K2O Li2O MgO PbO BaO TiO2 GeO2 ZnO
61.08 38.92 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
56.44 43.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
51.57 48.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
48.71 51.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.62 0.0 0.0 0.0 0.0 0.0 26.38 0.0 0.0 0.0 0.0 0.0 0.0
70.75 0.0 0.0 0.0 0.0 0.0 29.25 0.0 0.0 0.0 0.0 0.0 0.0
69.22 0.0 0.0 0.0 0.0 0.0 30.78 0.0 0.0 0.0 0.0 0.0 0.0
68.33 0.0 0.0 0.0 0.0 0.0 31.67 0.0 0.0 0.0 0.0 0.0 0.0
63.54 0.0 0.0 0.0 0.0 0.0 36.46 0.0 0.0 0.0 0.0 0.0 0.0
62.23 0.0 0.0 0.0 0.0 0.0 37.77 0.0 0.0 0.0 0.0 0.0 0.0
58.43 0.0 0.0 0.0 0.0 0.0 41.57 0.0 0.0 0.0 0.0 0.0 0.0
86.49 13.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.16 16.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.86 24.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.51 25.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.61 26.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.94 27.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.73 28.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.76 30.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.47 30.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.77 31.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.03 31.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.9 32.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.75 32.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.26 32.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.21 32.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.85 33.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.41 33.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.41 34.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.71 35.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.31 35.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.85 36.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.5 36.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.3 36.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61.9 38.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.43 39.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.79 40.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.72 40.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
52.39 47.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
88.44 0.0 0.0 0.0 0.0 11.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0
88.35 0.0 0.0 0.0 0.0 11.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.99 0.0 0.0 0.0 0.0 13.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.98 0.0 0.0 0.0 0.0 13.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.68 0.0 0.0 0.0 0.0 13.32 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.26 0.0 0.0 0.0 0.0 13.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85.56 0.0 0.0 0.0 0.0 14.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85.31 0.0 0.0 0.0 0.0 14.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.7 0.0 0.0 0.0 0.0 15.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.56 0.0 0.0 0.0 0.0 15.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.2 0.0 0.0 0.0 0.0 15.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.86 0.0 0.0 0.0 0.0 16.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.73 0.0 0.0 0.0 0.0 16.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.67 0.0 0.0 0.0 0.0 16.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.58 0.0 0.0 0.0 0.0 16.42 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.49 0.0 0.0 0.0 0.0 16.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.05 0.0 0.0 0.0 0.0 16.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.84 0.0 0.0 0.0 0.0 17.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.71 0.0 0.0 0.0 0.0 17.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.38 0.0 0.0 0.0 0.0 17.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.98 0.0 0.0 0.0 0.0 18.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.81 0.0 0.0 0.0 0.0 18.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.43 0.0 0.0 0.0 0.0 18.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.4 0.0 0.0 0.0 0.0 18.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.26 0.0 0.0 0.0 0.0 18.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.11 0.0 0.0 0.0 0.0 18.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.03 0.0 0.0 0.0 0.0 18.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.02 0.0 0.0 0.0 0.0 18.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.91 0.0 0.0 0.0 0.0 19.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.71 0.0 0.0 0.0 0.0 19.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.6 0.0 0.0 0.0 0.0 19.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.51 0.0 0.0 0.0 0.0 19.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.48 0.0 0.0 0.0 0.0 19.52 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.39 0.0 0.0 0.0 0.0 19.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.36 0.0 0.0 0.0 0.0 19.64 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.33 0.0 0.0 0.0 0.0 19.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.87 0.0 0.0 0.0 0.0 20.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.86 0.0 0.0 0.0 0.0 20.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.85 0.0 0.0 0.0 0.0 20.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.69 0.0 0.0 0.0 0.0 20.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.61 0.0 0.0 0.0 0.0 20.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.27 0.0 0.0 0.0 0.0 20.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.04 0.0 0.0 0.0 0.0 20.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.81 0.0 0.0 0.0 0.0 21.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.62 0.0 0.0 0.0 0.0 21.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.35 0.0 0.0 0.0 0.0 21.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.13 0.0 0.0 0.0 0.0 21.87 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.98 0.0 0.0 0.0 0.0 22.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.86 0.0 0.0 0.0 0.0 22.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.61 0.0 0.0 0.0 0.0 22.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.62 0.0 0.0 0.0 0.0 22.38 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.99 0.0 0.0 0.0 0.0 23.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.29 0.0 0.0 0.0 0.0 23.71 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.11 0.0 0.0 0.0 0.0 23.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.2 0.0 0.0 0.0 0.0 24.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.5 0.0 0.0 0.0 0.0 25.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.53 0.0 0.0 0.0 0.0 26.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.69 0.0 0.0 0.0 0.0 27.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.81 0.0 0.0 0.0 0.0 28.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.93 0.0 0.0 0.0 0.0 29.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.87 0.0 0.0 0.0 0.0 29.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.68 0.0 0.0 0.0 0.0 29.32 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85.5 0.0 0.0 0.0 0.0 0.0 14.5 0.0 0.0 0.0 0.0 0.0 0.0
76.2 0.0 0.0 0.0 0.0 0.0 23.8 0.0 0.0 0.0 0.0 0.0 0.0
68.5 0.0 0.0 0.0 0.0 0.0 31.5 0.0 0.0 0.0 0.0 0.0 0.0
67.8 0.0 0.0 0.0 0.0 0.0 32.2 0.0 0.0 0.0 0.0 0.0 0.0
66.2 0.0 0.0 0.0 0.0 0.0 33.8 0.0 0.0 0.0 0.0 0.0 0.0
61.4 0.0 0.0 0.0 0.0 0.0 38.6 0.0 0.0 0.0 0.0 0.0 0.0
85.3 14.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.3 15.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.6 23.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.1 24.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.3 34.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.1 34.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.1 36.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61.4 38.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.2 39.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.5 0.0 0.0 0.0 0.0 13.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.5 0.0 0.0 0.0 0.0 15.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.3 0.0 0.0 0.0 0.0 15.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.3 0.0 0.0 0.0 0.0 21.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.6 0.0 0.0 0.0 0.0 23.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.6 0.0 0.0 0.0 0.0 31.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.6 0.0 0.0 0.0 0.0 32.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.4 0.0 0.0 0.0 0.0 35.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.9 0.0 0.0 0.0 0.0 0.0 27.1 0.0 0.0 0.0 0.0 0.0 0.0
71.1 0.0 0.0 0.0 0.0 0.0 28.9 0.0 0.0 0.0 0.0 0.0 0.0
65.4 0.0 0.0 0.0 0.0 0.0 34.6 0.0 0.0 0.0 0.0 0.0 0.0
62.1 0.0 0.0 0.0 0.0 0.0 37.9 0.0 0.0 0.0 0.0 0.0 0.0
60.4 0.0 0.0 0.0 0.0 0.0 39.6 0.0 0.0 0.0 0.0 0.0 0.0
79.7 20.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.9 31.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.2 33.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.8 37.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.7 0.0 0.0 0.0 0.0 17.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.8 0.0 0.0 0.0 0.0 23.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.2 0.0 0.0 0.0 0.0 27.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.2 0.0 0.0 0.0 0.0 31.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.2 0.0 0.0 0.0 0.0 0.0 27.8 0.0 0.0 0.0 0.0 0.0 0.0
62.9 0.0 0.0 0.0 0.0 0.0 37.1 0.0 0.0 0.0 0.0 0.0 0.0
54.6 0.0 0.0 0.0 0.0 0.0 45.4 0.0 0.0 0.0 0.0 0.0 0.0
85.7 14.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.2 27.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.7 30.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.9 37.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
58.3 41.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.21 0.0 0.0 0.0 0.0 0.0 19.72 0.0 0.0 0.0 0.0 0.0 0.0
80.06 0.0 0.0 0.0 0.0 0.0 19.73 0.0 0.0 0.0 0.0 0.0 0.0
79.93 0.0 0.0 0.0 0.0 0.0 19.72 0.0 0.0 0.0 0.0 0.0 0.0
0.9 98.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.01 19.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.86 19.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.98 0.0 0.0 0.0 0.0 97.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.19 0.0 0.0 0.0 0.0 19.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.01 0.0 0.0 0.0 0.0 19.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
43.9 56.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
40.9 59.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
98.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
98.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
97.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
98.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
98.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
97.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
97.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
97.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.1 0.0 0.0 0.0 0.0 25.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.4 0.0 0.0 0.0 0.0 32.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0
92.2 7.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.9 15.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.8 30.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
55.8 44.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
92.4 0.0 0.0 0.0 0.0 7.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.6 0.0 0.0 0.0 0.0 30.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0
58.3 0.0 0.0 0.0 0.0 41.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81.99 18.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.99 25.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.24 35.75 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0
56.72 43.26 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0
49.2 50.78 0.0 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.14 0.25 0.0 0.0 0.0 0.0 24.61 0.0 0.0 0.0 0.0 0.0 0.0
76.39 0.24 0.0 0.0 0.0 23.24 0.11 0.0 0.0 0.0 0.0 0.0 0.0
75.38 24.62 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
89.7 0.0 0.0 0.0 0.0 0.0 10.3 0.0 0.0 0.0 0.0 0.0 0.0
74.5 0.0 0.0 0.0 0.0 0.0 25.5 0.0 0.0 0.0 0.0 0.0 0.0
57.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0
57.2 0.0 0.0 0.0 0.0 0.0 42.8 0.0 0.0 0.0 0.0 0.0 0.0
40.0 60.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.78 0.0 0.0 0.0 0.0 39.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.4 17.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
99.9 0.0 0.0 0.0 0.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0
97.7 0.0 0.0 0.0 0.0 2.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0
96.9 0.0 0.0 0.0 0.0 3.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0
92.5 0.0 0.0 0.0 0.0 7.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
90.1 0.0 0.0 0.0 0.0 9.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.4 0.0 0.0 0.0 0.0 17.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0
88.9 0.0 0.0 0.0 0.0 0.0 11.1 0.0 0.0 0.0 0.0 0.0 0.0
88.88 0.0 0.0 0.0 0.0 11.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.87 13.36 0.0 9.17 0.46 0.0 0.0 5.13 0.0 0.0 0.0 0.0 0.0
80.97 4.3 9.35 0.88 2.13 0.0 0.0 0.78 0.0 0.76 0.0 0.0 0.0
80.73 3.98 7.55 1.98 2.42 0.0 0.0 1.84 0.0 0.8 0.0 0.0 0.0
82.15 5.07 4.87 0.0 2.16 0.0 0.0 0.0 0.0 1.02 0.0 0.0 3.94
81.08 5.5 7.13 1.65 2.13 0.0 0.0 1.55 0.0 0.8 0.0 0.0 0.0
81.35 5.45 7.06 1.64 1.5 0.0 0.0 1.52 0.0 0.8 0.0 0.0 0.0
80.35 4.96 5.39 2.63 2.11 0.0 0.0 2.58 0.0 1.12 0.0 0.0 0.0
79.46 5.2 4.45 3.26 2.08 0.0 0.0 3.17 0.0 0.0 0.0 0.0 1.86
80.31 5.45 5.74 2.63 2.11 0.0 0.0 2.43 0.0 0.8 0.0 0.0 0.0
81.39 4.52 0.89 3.0 1.53 0.0 0.0 2.93 0.0 1.98 0.0 0.0 3.06
83.73 5.48 4.69 0.0 2.2 0.0 0.0 0.0 0.0 3.17 0.0 0.0 0.0
79.52 5.27 4.51 3.3 2.11 0.0 0.0 3.21 0.0 0.8 0.0 0.0 0.0
80.09 5.24 4.49 3.28 2.1 0.0 0.0 3.19 0.0 0.99 0.0 0.0 0.0
81.11 5.31 3.66 2.65 2.13 0.0 0.0 2.62 0.0 1.81 0.0 0.0 0.0
79.12 5.27 4.52 3.31 3.03 0.0 0.0 3.21 0.0 1.0 0.0 0.0 0.0
81.81 5.35 2.25 2.68 2.15 0.0 0.0 2.64 0.0 2.49 0.0 0.0 0.0
77.21 5.98 4.53 3.19 5.46 0.0 0.0 3.07 0.0 0.0 0.0 0.0 0.0
82.35 5.39 0.9 2.69 2.16 0.0 0.0 2.66 0.0 3.12 0.0 0.0 0.0
80.22 5.85 3.69 0.0 2.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.38
78.43 5.34 4.57 3.33 2.14 0.0 0.0 3.25 0.0 2.23 0.0 0.0 0.0
77.27 5.41 4.63 3.37 2.17 0.0 0.0 3.29 0.0 3.13 0.0 0.0 0.0
70.63 2.1 9.38 2.91 8.96 0.0 0.0 2.91 0.0 0.84 0.0 0.0 2.16
68.36 1.62 5.93 4.75 9.15 0.0 0.0 2.8 0.0 1.95 0.0 0.0 5.32
71.13 2.64 9.44 2.93 9.03 0.0 0.0 2.93 0.0 1.8 0.0 0.0 0.0
70.46 4.2 9.35 2.9 8.94 0.0 0.0 2.9 0.0 1.14 0.0 0.0 0.0
71.31 4.66 9.5 2.63 6.29 0.0 0.0 2.7 0.0 0.83 0.0 0.0 1.96
74.93 5.14 5.3 2.49 6.24 0.0 0.0 2.84 0.0 0.62 0.0 0.0 2.34
73.64 5.63 4.38 4.18 6.22 0.0 0.0 4.41 0.0 1.44 0.0 0.0 0.0
73.23 5.6 4.08 4.73 6.19 0.0 0.0 4.85 0.0 1.23 0.0 0.0 0.0
72.92 4.84 5.84 0.0 3.92 0.0 0.0 0.0 0.0 2.47 0.0 0.0 9.83
74.75 4.54 5.77 0.0 3.94 0.0 0.0 0.0 0.0 3.41 0.0 0.0 7.41
74.2 4.36 5.91 0.0 3.97 0.0 0.0 0.0 0.0 3.92 0.0 0.0 7.47
75.32 5.32 5.96 0.0 3.87 0.0 0.0 0.0 0.0 2.15 0.0 0.0 7.28
30.98 11.55 6.17 3.82 0.0 3.04 11.98 0.0 0.0 8.87 21.51 0.0 0.0
38.85 0.0 3.4 1.41 0.0 12.6 0.0 0.0 0.0 6.7 29.72 0.0 4.86
46.52 5.01 2.23 0.0 0.0 6.59 2.59 0.0 0.0 10.12 24.3 0.0 0.0
21.66 2.47 56.35 0.0 0.28 1.01 0.0 0.0 18.22 0.0 0.0 0.0 0.0
60.66 7.48 0.0 5.91 0.0 5.41 0.0 0.0 0.0 0.0 4.14 0.0 16.29
66.59 3.97 0.0 21.95 0.0 2.61 0.0 0.0 0.0 0.0 2.31 0.0 2.26
59.69 2.03 0.0 22.44 0.0 2.0 0.0 0.0 0.0 0.0 3.93 0.0 9.82
59.45 3.25 8.39 11.58 1.91 2.14 0.0 0.0 0.0 0.0 1.21 0.0 11.96
60.72 3.94 4.49 15.4 0.92 1.92 4.19 0.0 0.0 0.0 0.78 0.0 5.46
51.48 0.0 0.0 0.0 7.13 0.0 0.0 31.6 9.78 0.0 0.0 0.0 0.0
63.95 0.0 6.32 0.0 3.92 0.0 1.34 11.91 12.55 0.0 0.0 0.0 0.0
43.66 0.0 0.0 0.0 16.54 0.0 0.0 20.91 18.89 0.0 0.0 0.0 0.0
47.71 0.59 0.52 9.83 7.2 0.0 0.0 22.79 9.06 0.0 2.29 0.0 0.0
50.34 0.0 0.55 0.0 7.6 0.0 1.29 24.04 8.69 5.06 2.42 0.0 0.0
50.7 0.0 2.73 0.0 14.94 0.0 0.0 18.89 6.82 1.24 0.0 0.0 4.68
55.77 0.0 0.0 0.0 9.09 0.0 2.38 24.77 7.99 0.0 0.0 0.0 0.0
46.85 0.0 0.0 0.0 10.35 0.0 0.0 34.92 7.88 0.0 0.0 0.0 0.0
45.6 0.0 0.0 6.51 8.95 0.0 0.0 16.99 16.37 2.98 0.0 0.0 0.0
54.68 0.66 0.59 0.0 5.64 0.0 0.0 15.27 12.88 0.0 10.28 0.0 0.0
50.5 0.0 0.0 0.0 10.05 0.4 0.0 28.23 10.2 0.0 0.0 0.0 0.0
60.84 0.0 2.1 6.51 5.37 0.0 1.22 9.07 0.0 11.92 0.0 0.0 0.0
50.72 0.0 5.47 2.71 11.21 0.81 0.0 14.17 0.0 13.66 0.0 0.0 0.0
41.15 0.0 5.07 0.0 6.92 0.0 0.0 31.55 0.0 12.44 0.0 0.0 0.0
86.33 2.99 8.87 0.0 1.81 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.7 9.56 0.0 0.0 0.73 4.71 0.0 0.0 7.3 0.0 0.0 0.0 0.0
70.33 12.48 0.0 7.43 1.75 0.63 0.0 7.38 0.0 0.0 0.0 0.0 0.0
72.0 16.25 0.0 5.28 0.58 0.0 0.0 5.88 0.0 0.0 0.0 0.0 0.0
71.77 12.04 2.28 4.57 1.2 3.44 0.0 4.55 0.0 0.0 0.0 0.0 0.0
72.54 14.35 0.0 6.34 0.58 0.31 0.0 5.88 0.0 0.0 0.0 0.0 0.0
75.07 5.19 0.0 0.0 1.58 7.69 0.0 0.0 10.46 0.0 0.0 0.0 0.0
68.81 7.41 0.0 4.09 1.5 6.5 0.0 3.8 7.89 0.0 0.0 0.0 0.0
70.18 7.32 8.38 0.0 1.27 4.82 0.0 0.0 0.0 0.0 2.43 0.0 5.58
72.11 13.94 0.59 6.06 0.87 0.18 0.0 6.05 0.0 0.0 0.0 0.0 0.0
65.6 13.56 0.0 0.0 10.78 2.06 0.0 6.41 0.0 0.0 0.0 0.0 1.59
62.2 1.6 3.92 7.41 10.96 0.0 0.0 13.86 0.0 0.0 0.0 0.0 0.0
68.63 1.07 4.78 9.49 11.09 4.94 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61.04 0.0 3.69 11.47 10.1 0.0 0.0 11.17 0.0 2.52 0.0 0.0 0.0
60.04 7.09 0.0 0.0 0.0 11.2 5.89 0.0 15.77 0.0 0.0 0.0 0.0
79.58 4.06 13.55 0.0 1.23 1.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0
