SiO2 Al2O3 Na2O CaO B2O3 MgO K2O Li2O P2O5 PbO
65.13 3.58 5.79 4.34 0.0 15.4 4.33 0.0 0.0 0.0
64.7 3.86 5.95 2.3 0.0 16.0 5.74 0.0 0.0 0.0
65.06 3.94 5.99 0.66 0.0 16.27 5.78 0.0 0.0 0.0
63.69 4.47 7.76 0.22 0.0 17.12 4.97 0.0 0.0 0.0
59.7 6.68 7.9 0.22 0.0 18.91 5.13 0.0 0.0 0.0
63.25 4.56 6.9 0.77 0.0 17.07 5.13 0.0 0.0 0.0
60.74 4.61 5.85 0.21 0.0 23.3 4.86 0.0 0.0 0.0
65.53 2.74 4.5 0.55 0.0 16.15 9.22 0.0 0.0 0.0
65.39 2.71 4.95 0.55 0.0 17.52 6.84 0.0 0.0 0.0
63.23 1.16 5.75 0.53 0.0 22.09 5.36 0.0 0.0 0.0
64.89 0.88 5.81 1.6 0.0 19.35 5.09 0.0 0.0 0.0
66.53 1.81 3.97 1.1 0.0 16.78 7.51 0.0 0.0 0.0
67.13 1.21 3.48 1.1 0.0 16.81 7.52 0.0 0.0 0.0
65.48 0.57 5.6 0.0 0.0 22.97 4.91 0.0 0.0 0.0
67.37 0.6 3.96 0.0 0.0 16.74 10.09 0.0 0.0 0.0
65.94 1.21 3.97 0.0 0.0 17.52 10.11 0.0 0.0 0.0
66.37 1.82 3.99 0.55 0.0 16.1 10.17 0.0 0.0 0.0
66.56 2.15 3.53 0.0 0.0 15.5 10.95 0.0 0.0 0.0
65.58 2.45 5.05 0.0 0.0 15.51 9.29 0.0 0.0 0.0
70.88 1.71 2.52 10.12 0.0 6.19 7.28 0.0 0.0 0.0
64.78 0.34 2.91 2.29 0.0 23.13 4.45 0.0 0.0 0.0
67.93 0.72 4.04 0.22 0.0 16.8 8.81 0.0 0.0 0.0
70.77 1.66 2.73 9.83 0.0 6.06 7.12 0.0 0.0 0.0
64.83 0.94 6.0 1.82 0.0 19.06 4.97 0.0 0.0 0.0
67.76 2.33 4.03 8.91 0.0 8.68 6.76 0.0 0.0 0.0
68.36 0.72 4.04 1.53 0.0 15.47 8.11 0.0 0.0 0.0
70.39 1.67 1.52 10.1 0.0 6.25 8.29 0.0 0.0 0.0
68.06 1.02 3.46 1.96 0.0 15.49 8.25 0.0 0.0 0.0
64.3 0.48 4.01 0.22 0.0 19.98 9.84 0.0 0.0 0.0
67.5 0.78 4.04 0.54 0.0 16.95 8.48 0.0 0.0 0.0
66.8 1.75 3.97 1.43 0.0 15.89 8.43 0.0 0.0 0.0
69.49 0.36 5.02 0.22 0.0 15.43 7.83 0.0 0.0 0.0
63.76 0.47 2.52 1.39 0.0 21.01 9.37 0.0 0.0 0.0
67.16 1.26 3.96 1.53 0.0 15.97 8.46 0.0 0.0 0.0
78.65 4.85 5.83 0.0 0.0 0.0 4.85 0.0 0.0 4.85
74.16 3.84 5.01 0.0 3.03 0.0 1.65 9.35 0.0 0.0
65.86 8.63 5.11 0.0 4.55 0.0 1.68 11.67 0.0 0.0
65.21 8.55 5.06 0.0 4.5 0.0 1.66 13.64 0.0 0.0
68.87 7.06 5.12 0.0 3.06 3.02 1.68 9.6 0.0 0.0
69.46 7.12 5.17 2.19 3.09 0.0 1.7 9.67 0.0 0.0
67.86 5.58 5.95 0.0 4.67 0.0 1.93 11.09 0.0 0.0
71.41 4.39 5.42 0.0 3.84 0.0 1.78 10.2 0.0 0.0
29.83 3.02 0.0 5.62 48.77 0.0 11.97 0.0 0.0 0.0
45.0 0.0 5.0 0.0 45.0 0.0 5.0 0.0 0.0 0.0
45.0 0.0 0.0 0.0 45.0 0.0 9.0 0.0 0.0 0.0
45.0 0.0 0.0 0.0 45.0 0.0 8.0 0.0 0.0 0.0
45.0 0.0 0.0 0.0 48.0 0.0 7.0 0.0 0.0 0.0
74.69 1.22 14.08 10.01 0.0 0.0 0.0 0.0 0.0 0.0
68.29 0.72 4.05 1.53 0.0 15.48 8.12 0.0 0.0 0.0
67.94 0.72 4.04 0.22 0.0 16.81 8.81 0.0 0.0 0.0
66.53 0.78 2.86 3.05 0.0 16.51 8.04 0.0 0.0 0.0
68.55 0.72 3.54 2.28 0.0 15.44 7.25 0.0 0.0 0.0
66.56 1.02 2.96 3.49 0.0 15.96 7.48 0.0 0.0 0.0
70.11 5.75 5.09 0.0 4.89 0.0 1.67 9.5 0.0 0.0
71.93 5.89 4.59 0.0 4.99 0.0 1.48 8.46 0.0 0.0
69.95 7.66 3.39 0.0 2.16 0.0 1.27 14.07 0.0 0.0
67.66 7.28 3.45 0.0 2.13 2.94 1.13 13.9 0.0 0.0
60.9 9.01 8.41 6.97 0.0 9.69 2.07 0.0 0.0 0.0
66.26 6.03 5.47 7.3 0.0 7.3 5.03 0.0 0.0 0.0
50.0 12.0 5.0 0.0 20.0 8.0 5.0 0.0 0.0 0.0
52.4 9.5 4.8 0.0 23.8 0.0 9.5 0.0 0.0 0.0
60.0 10.0 5.0 0.0 15.0 5.0 5.0 0.0 0.0 0.0
60.0 10.0 5.0 0.0 20.0 0.0 5.0 0.0 0.0 0.0
65.0 2.5 12.5 0.0 5.0 10.0 5.0 0.0 0.0 0.0
65.0 5.0 10.0 0.0 5.0 10.0 5.0 0.0 0.0 0.0
65.0 5.0 10.0 5.0 5.0 5.0 5.0 0.0 0.0 0.0
65.0 5.0 3.0 5.0 5.0 5.0 4.0 8.0 0.0 0.0
65.0 5.0 1.0 5.0 5.0 5.0 6.0 8.0 0.0 0.0
65.0 5.0 11.0 5.0 5.0 5.0 4.0 0.0 0.0 0.0
75.0 0.0 15.0 4.5 0.0 5.5 0.0 0.0 0.0 0.0
75.0 0.0 15.0 3.0 0.0 7.0 0.0 0.0 0.0 0.0
70.0 0.0 0.0 0.0 0.0 7.5 20.0 0.0 0.0 0.0
65.0 0.0 0.0 10.0 0.0 0.0 25.0 0.0 0.0 0.0
65.0 0.0 0.0 7.5 0.0 2.5 25.0 0.0 0.0 0.0
65.0 0.0 0.0 5.5 0.0 4.5 25.0 0.0 0.0 0.0
65.0 0.0 0.0 2.5 0.0 7.5 25.0 0.0 0.0 0.0
65.0 0.0 0.0 15.0 0.0 0.0 20.0 0.0 0.0 0.0
65.0 0.0 4.0 15.0 0.0 0.0 16.0 0.0 0.0 0.0
65.0 0.0 8.0 15.0 0.0 0.0 12.0 0.0 0.0 0.0
65.0 0.0 10.0 15.0 0.0 0.0 10.0 0.0 0.0 0.0
65.0 0.0 12.0 15.0 0.0 0.0 8.0 0.0 0.0 0.0
65.0 0.0 16.0 15.0 0.0 0.0 4.0 0.0 0.0 0.0
65.0 0.0 20.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0
75.0 0.0 0.0 10.0 0.0 0.0 15.0 0.0 0.0 0.0
75.0 0.0 3.0 10.0 0.0 0.0 12.0 0.0 0.0 0.0
75.0 0.0 6.0 10.0 0.0 0.0 9.0 0.0 0.0 0.0
75.0 0.0 7.5 10.0 0.0 0.0 7.5 0.0 0.0 0.0
75.0 0.0 9.0 10.0 0.0 0.0 6.0 0.0 0.0 0.0
75.0 0.0 12.0 10.0 0.0 0.0 3.0 0.0 0.0 0.0
70.0 0.0 15.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0
66.7 0.0 25.0 8.3 0.0 0.0 0.0 0.0 0.0 0.0
66.64 0.0 16.68 16.68 0.0 0.0 0.0 0.0 0.0 0.0
66.7 0.0 33.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.3 8.5 10.9 0.0 0.0 0.0 0.0 11.6 0.0 0.0
62.0 13.0 5.0 0.0 0.0 3.0 10.0 5.0 0.0 0.0
62.0 13.0 7.5 0.0 0.0 3.0 5.0 7.5 0.0 0.0
62.0 13.0 6.0 0.0 0.0 3.0 5.0 9.0 0.0 0.0
66.15 10.29 14.0 0.58 0.6 5.71 2.45 0.0 0.0 0.0
45.0 0.0 0.0 0.0 48.0 0.0 6.4 0.0 0.0 0.0
45.8 0.0 0.0 0.0 45.0 0.0 6.8 0.0 0.0 0.0
46.5 0.0 3.0 0.0 47.0 0.0 3.0 0.0 0.0 0.0
63.94 5.99 17.98 0.0 11.99 0.0 0.0 0.0 0.0 0.0
63.94 8.99 17.98 0.0 8.99 0.0 0.0 0.0 0.0 0.0
63.93 14.99 17.98 0.0 3.0 0.0 0.0 0.0 0.0 0.0
63.93 11.99 14.99 0.0 8.99 0.0 0.0 0.0 0.0 0.0
63.93 13.49 13.49 0.0 8.99 0.0 0.0 0.0 0.0 0.0
61.94 12.99 6.69 0.0 0.0 3.0 6.69 6.69 0.0 0.0
67.33 11.09 0.0 8.79 9.99 2.2 0.0 0.0 0.0 0.0
67.2 10.6 0.0 6.7 10.6 2.9 0.0 0.0 0.0 0.0
60.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0
60.0 0.0 10.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0
60.0 0.0 20.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0
60.0 0.0 30.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0
73.53 7.31 0.0 6.07 8.17 2.27 0.0 0.0 0.0 0.0
72.37 6.44 0.0 6.19 9.43 3.2 0.0 0.0 0.0 0.0
73.56 6.61 0.0 7.85 9.12 0.0 0.0 0.0 0.0 0.0
69.54 7.0 0.0 5.29 6.89 8.3 0.0 0.0 0.0 0.0
70.48 6.84 0.0 9.86 9.03 3.43 0.0 0.0 0.0 0.0
70.59 6.56 0.0 7.54 9.61 4.54 0.0 0.0 0.0 0.0
45.0 12.5 6.0 0.0 0.0 34.5 0.0 0.0 0.0 0.0
50.7 13.4 16.4 0.0 0.0 17.5 0.0 0.0 0.0 0.0
35.7 13.4 16.4 0.0 0.0 32.5 0.0 0.0 0.0 0.0
39.7 13.4 16.4 0.0 3.5 25.0 0.0 0.0 0.0 0.0
54.2 13.4 12.9 0.0 0.0 17.5 0.0 0.0 0.0 0.0
39.2 13.4 12.9 0.0 0.0 32.5 0.0 0.0 0.0 0.0
50.7 13.4 12.9 3.5 0.0 17.5 0.0 0.0 0.0 0.0
35.7 13.4 12.9 3.5 0.0 32.5 0.0 0.0 0.0 0.0
50.2 9.9 12.9 0.0 0.0 25.0 0.0 0.0 0.0 0.0
53.0 31.0 0.0 0.0 0.0 12.0 0.0 1.0 3.0 0.0
58.93 7.92 1.35 3.41 1.71 6.82 1.27 16.82 0.0 0.0
58.91 7.57 1.54 3.41 1.89 6.82 1.27 16.82 0.0 0.0
69.77 6.17 1.99 4.95 0.0 4.6 2.1 8.88 0.0 0.0
69.73 6.17 2.09 4.94 0.0 4.58 2.09 8.86 0.0 0.0
69.65 6.16 2.18 4.94 0.0 4.58 2.09 8.86 0.0 0.0
65.28 7.88 2.51 0.0 0.0 0.0 4.62 17.51 0.0 0.0
68.5 3.46 2.46 3.35 0.0 0.0 1.38 18.3 0.0 0.0
68.69 3.47 2.67 3.37 0.0 0.0 1.38 18.35 0.0 0.0
64.92 7.62 2.98 3.73 0.0 0.0 1.44 16.9 0.0 0.0
64.97 7.56 3.09 3.74 0.0 0.0 1.44 16.52 0.0 0.0
64.1 7.67 2.91 0.0 3.66 10.78 1.45 7.68 0.0 0.0
64.25 7.7 3.01 0.0 3.66 10.06 1.45 7.71 0.0 0.0
66.57 7.84 3.18 0.0 0.0 10.23 1.48 8.5 0.0 0.0
69.54 6.15 2.08 4.93 0.0 3.81 2.41 8.83 0.0 0.0
68.94 7.04 2.09 4.52 0.0 3.83 2.43 8.89 0.0 0.0
68.85 7.03 2.19 4.52 0.0 3.83 2.43 8.89 0.0 0.0
54.0 25.0 0.0 0.0 1.0 20.0 0.0 0.0 0.0 0.0
51.0 23.0 0.0 0.0 6.0 18.0 0.0 2.0 0.0 0.0
51.0 19.0 5.0 0.0 0.0 23.0 0.0 2.0 0.0 0.0
39.0 33.0 0.0 0.0 0.0 13.0 0.0 1.0 14.0 0.0
53.0 31.0 0.0 0.0 0.0 12.0 0.0 1.0 3.0 0.0
68.0 10.0 12.0 0.0 0.0 4.0 6.0 0.0 0.0 0.0
68.0 10.0 8.0 0.0 0.0 14.0 0.0 0.0 0.0 0.0
60.0 20.0 10.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0
60.0 20.0 10.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0
62.0 12.0 0.0 0.0 4.0 4.0 0.0 16.0 0.0 0.0
63.89 18.94 4.34 0.03 0.0 0.03 0.01 12.74 0.0 0.0
63.14 15.92 2.85 1.51 5.3 2.44 0.01 8.78 0.0 0.0
64.02 19.24 6.79 0.03 0.0 0.03 0.01 9.84 0.0 0.0
64.63 18.58 0.93 0.04 0.0 5.87 0.0 9.91 0.0 0.0
61.71 16.51 2.87 1.54 5.44 2.53 0.01 9.34 0.0 0.0
58.51 18.18 2.87 1.56 5.41 2.63 0.01 10.78 0.0 0.0
56.99 18.93 2.85 1.53 5.35 2.53 0.01 11.75 0.0 0.0
50.32 23.97 1.86 0.05 1.98 5.84 0.01 15.93 0.0 0.0
50.33 23.97 1.86 0.06 2.02 11.65 0.01 10.06 0.0 0.0
57.97 20.16 1.88 0.05 1.99 5.92 0.01 11.99 0.0 0.0
61.94 18.1 1.89 0.05 2.0 5.9 0.01 10.08 0.0 0.0
54.22 21.96 1.97 0.05 3.91 5.89 0.01 11.96 0.0 0.0
57.67 20.32 1.95 0.05 3.97 6.05 0.01 9.95 0.0 0.0
66.17 15.93 1.86 0.04 3.91 1.97 0.01 10.11 0.0 0.0
54.26 20.08 1.85 0.05 5.87 5.89 0.01 11.99 0.0 0.0
58.35 18.1 1.85 0.04 5.82 5.88 0.01 9.95 0.0 0.0
62.58 16.0 1.85 0.04 5.72 3.89 0.01 9.91 0.0 0.0
55.72 18.67 1.91 0.04 7.97 3.93 0.0 11.71 0.0 0.0
58.57 7.98 1.35 3.42 1.72 6.83 1.52 16.83 0.0 0.0
63.65 7.76 1.74 2.13 2.58 4.76 2.87 12.64 0.0 0.0
64.5 7.73 3.03 0.0 3.68 10.09 1.46 7.75 0.0 0.0
68.78 7.02 2.09 4.5 0.0 3.82 2.42 8.87 0.0 0.0
26.87 3.17 0.0 34.55 0.0 24.03 0.0 0.0 11.38 0.0
64.02 5.91 8.67 2.49 0.0 16.74 0.0 0.2 0.0 0.0
60.0 11.0 11.0 0.0 0.0 16.0 0.0 1.0 0.0 0.0
62.76 10.5 5.0 0.0 0.0 19.5 0.0 2.0 0.0 0.0
59.6 0.0 16.5 0.0 23.9 0.0 0.0 0.0 0.0 0.0
52.6 0.0 26.8 0.0 20.6 0.0 0.0 0.0 0.0 0.0
51.15 0.0 28.69 0.0 20.16 0.0 0.0 0.0 0.0 0.0
46.9 0.0 34.5 0.0 18.6 0.0 0.0 0.0 0.0 0.0
70.0 0.0 14.2 0.0 15.8 0.0 0.0 0.0 0.0 0.0
66.7 0.0 19.2 0.0 14.1 0.0 0.0 0.0 0.0 0.0
61.16 0.0 25.53 0.0 13.31 0.0 0.0 0.0 0.0 0.0
58.0 0.0 29.1 0.0 12.9 0.0 0.0 0.0 0.0 0.0
74.05 1.52 13.51 9.89 0.0 1.0 0.0 0.0 0.0 0.0
73.01 1.48 13.31 10.29 0.0 1.88 0.0 0.0 0.0 0.0
72.2 1.52 12.88 10.4 0.0 2.98 0.0 0.0 0.0 0.0
70.67 1.52 13.43 10.39 0.0 3.82 0.0 0.0 0.0 0.0
69.65 1.51 13.76 10.23 0.0 4.82 0.0 0.0 0.0 0.0
68.93 1.54 13.34 10.33 0.0 5.8 0.0 0.0 0.0 0.0
68.06 1.45 13.29 10.39 0.0 6.76 0.0 0.0 0.0 0.0
73.84 1.49 13.58 8.25 0.0 2.83 0.0 0.0 0.0 0.0
73.11 1.54 13.09 9.31 0.0 2.88 0.0 0.0 0.0 0.0
71.0 1.51 13.06 11.43 0.0 2.96 0.0 0.0 0.0 0.0
70.19 1.49 13.15 12.27 0.0 2.87 0.0 0.0 0.0 0.0
68.99 1.52 13.24 13.34 0.0 2.87 0.0 0.0 0.0 0.0
68.03 1.48 13.23 14.34 0.0 2.87 0.0 0.0 0.0 0.0
72.08 1.26 13.5 12.13 0.0 1.0 0.0 0.0 0.0 0.0
72.75 1.18 13.07 8.2 0.0 4.76 0.0 0.0 0.0 0.0
73.04 1.17 12.91 6.19 0.0 6.66 0.0 0.0 0.0 0.0
72.6 1.22 13.13 4.12 0.0 8.89 0.0 0.0 0.0 0.0
72.12 1.26 13.53 2.03 0.0 11.01 0.0 0.0 0.0 0.0
59.48 14.38 15.48 0.0 0.0 2.89 0.0 0.0 5.67 0.0
83.15 1.54 3.53 0.02 11.32 0.0 0.42 0.0 0.0 0.0
73.5 0.86 14.33 11.06 0.0 0.12 0.006402 0.0 0.0 0.0
58.36 15.46 16.05 0.06 0.0 2.99 0.0 0.0 4.99 0.0
60.0 20.0 0.0 10.0 0.0 10.0 0.0 0.0 0.0 0.0
60.0 20.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0
60.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0
54.62 0.0 5.99 22.08 0.0 7.68 7.89 0.0 1.74 0.0
73.82 0.0 14.99 11.19 0.0 0.0 0.0 0.0 0.0 0.0
73.98 0.0 14.81 9.81 0.0 0.0 0.0 0.0 0.0 0.0
69.72 0.0 14.59 13.99 0.0 0.0 0.0 0.0 0.0 0.0
71.6 0.0 14.5 12.1 0.0 0.0 0.0 0.0 0.0 0.0
76.3 11.7 0.0 12.0 0.0 0.0 0.0 0.0 0.0 0.0
73.1 13.2 0.0 13.7 0.0 0.0 0.0 0.0 0.0 0.0
69.5 15.0 0.0 15.5 0.0 0.0 0.0 0.0 0.0 0.0
59.5 20.1 0.0 20.4 0.0 0.0 0.0 0.0 0.0 0.0
56.4 21.7 0.0 21.9 0.0 0.0 0.0 0.0 0.0 0.0
47.9 25.7 0.0 26.4 0.0 0.0 0.0 0.0 0.0 0.0
45.3 27.1 0.0 27.6 0.0 0.0 0.0 0.0 0.0 0.0
42.7 28.4 0.0 28.9 0.0 0.0 0.0 0.0 0.0 0.0
40.5 29.6 0.0 29.9 0.0 0.0 0.0 0.0 0.0 0.0
35.2 32.3 0.0 32.5 0.0 0.0 0.0 0.0 0.0 0.0
69.77 5.91 0.0 24.32 0.0 0.0 0.0 0.0 0.0 0.0
69.47 8.91 0.0 21.62 0.0 0.0 0.0 0.0 0.0 0.0
69.67 11.81 0.0 18.52 0.0 0.0 0.0 0.0 0.0 0.0
35.2 19.6 0.0 45.2 0.0 0.0 0.0 0.0 0.0 0.0
36.3 22.2 0.0 41.5 0.0 0.0 0.0 0.0 0.0 0.0
35.6 28.4 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0
49.8 0.0 0.0 41.68 0.0 8.52 0.0 0.0 0.0 0.0
50.55 0.0 0.0 25.08 0.0 24.37 0.0 0.0 0.0 0.0
50.2 0.0 0.0 16.7 0.0 33.1 0.0 0.0 0.0 0.0
50.1 0.0 0.0 14.2 0.0 35.7 0.0 0.0 0.0 0.0
48.94 0.0 0.0 13.77 0.0 37.29 0.0 0.0 0.0 0.0
53.1 0.0 0.0 7.68 0.0 39.22 0.0 0.0 0.0 0.0
68.9 0.63 11.83 9.62 0.0 8.58 0.44 0.0 0.0 0.0
66.11 1.83 0.0 0.0 0.0 0.0 1.87 27.62 1.28 0.0
64.6 5.97 8.55 1.6 0.0 16.89 0.0 0.4 0.0 0.0
73.78 8.03 1.77 9.22 0.0 6.11 0.55 0.0 0.0 0.0
31.06 0.0 0.0 31.74 0.0 26.62 0.0 0.0 10.58 0.0
71.48 1.11 14.4 7.1 0.0 5.91 0.0 0.0 0.0 0.0
58.34 14.96 15.56 0.06 0.0 4.0 0.0 0.0 4.98 0.0
49.3 0.0 1.0 0.0 0.0 0.0 0.6 0.0 0.0 49.1
70.91 12.78 2.43 0.0 1.95 2.98 0.0 7.95 0.0 0.0
50.0 30.0 10.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0
58.0 18.0 10.0 0.0 0.0 0.0 0.0 10.0 4.0 0.0
58.0 12.0 0.0 6.0 0.0 6.0 0.0 16.0 0.0 0.0
58.0 15.0 0.0 0.0 0.0 6.0 0.0 19.0 0.0 0.0
66.94 11.99 0.0 4.5 9.59 4.58 0.0 0.0 0.0 0.0
67.26 11.33 0.0 5.51 9.91 4.59 0.0 0.0 0.0 0.0
65.95 10.99 0.0 5.0 10.59 6.57 0.0 0.0 0.0 0.0
82.5 1.52 3.91 0.0 11.67 0.0 0.39 0.0 0.0 0.0
67.11 9.63 0.0 5.5 11.23 5.13 0.0 0.0 0.0 0.0
64.5 10.0 0.0 5.5 12.0 6.6 0.0 0.0 0.0 0.0
65.5 9.0 0.0 4.5 12.0 7.6 0.0 0.0 0.0 0.0
65.36 8.38 0.0 5.5 12.38 6.98 0.0 0.0 0.0 0.0
64.5 8.0 0.0 6.0 13.0 7.5 0.0 0.0 0.0 0.0
68.0 1.0 12.0 10.0 0.0 8.0 1.0 0.0 0.0 0.0
25.0 0.0 25.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0
50.0 12.5 25.0 0.0 12.5 0.0 0.0 0.0 0.0 0.0
37.5 25.0 25.0 0.0 12.5 0.0 0.0 0.0 0.0 0.0
25.0 25.0 25.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0
79.26 9.87 0.0 10.15 0.0 0.0 0.0 0.0 0.0 0.0
70.39 15.14 0.0 13.88 0.0 0.0 0.0 0.0 0.0 0.0
59.22 19.58 0.0 20.57 0.0 0.0 0.0 0.0 0.0 0.0
49.52 24.47 0.0 25.26 0.0 0.0 0.0 0.0 0.0 0.0
69.61 0.64 13.18 10.35 0.0 5.87 0.31 0.0 0.0 0.0
48.51 0.0 2.97 0.0 48.52 0.0 0.0 0.0 0.0 0.0
49.45 0.0 27.47 0.0 23.08 0.0 0.0 0.0 0.0 0.0
63.43 14.85 1.06 0.052 7.61 0.027 0.03 8.83 3.98 0.0
65.37 14.86 1.06 0.055 6.3 0.03 0.034 8.84 3.32 0.0
67.12 13.98 2.95 0.04 5.82 0.02 0.04 6.95 2.94 0.0
67.97 14.97 2.93 0.046 3.92 0.021 0.037 8.01 1.96 0.0
68.18 15.03 3.91 0.05 2.72 0.03 0.04 7.95 1.96 0.0
65.78 13.72 2.85 0.053 4.8 1.96 0.034 6.82 3.87 0.0
65.05 13.35 2.42 0.049 6.89 0.018 0.044 8.85 3.2 0.0
65.46 13.02 2.33 0.051 6.96 0.49 0.045 8.3 3.24 0.0
63.64 14.05 2.62 0.045 7.36 0.023 0.041 8.88 3.24 0.0
66.56 14.78 1.93 0.019 4.92 0.017 0.003 7.82 3.88 0.0
75.32 0.0 11.39 10.33 0.0 2.93 0.0 0.0 0.0 0.0
74.39 0.43 11.92 10.34 0.0 2.89 0.0 0.0 0.0 0.0
72.19 1.52 12.88 10.4 0.0 2.98 0.0 0.0 0.0 0.0
70.49 2.11 14.2 10.3 0.0 2.87 0.0 0.0 0.0 0.0
69.0 2.84 15.16 10.19 0.0 2.78 0.0 0.0 0.0 0.0
66.76 3.55 16.41 10.32 0.0 2.93 0.0 0.0 0.0 0.0
74.06 1.52 13.51 9.89 0.0 1.0 0.0 0.0 0.0 0.0
73.0 1.48 13.31 10.29 0.0 1.88 0.0 0.0 0.0 0.0
70.77 1.52 13.45 10.4 0.0 3.83 0.0 0.0 0.0 0.0
69.64 1.51 13.76 10.23 0.0 4.82 0.0 0.0 0.0 0.0
68.95 1.54 13.34 10.33 0.0 5.8 0.0 0.0 0.0 0.0
68.06 1.45 13.29 10.39 0.0 6.76 0.0 0.0 0.0 0.0
73.83 1.49 13.58 8.25 0.0 2.83 0.0 0.0 0.0 0.0
73.14 1.54 13.1 9.31 0.0 2.88 0.0 0.0 0.0 0.0
71.01 1.51 13.06 11.43 0.0 2.96 0.0 0.0 0.0 0.0
70.18 1.49 13.15 12.27 0.0 2.87 0.0 0.0 0.0 0.0
69.0 1.52 13.24 13.34 0.0 2.87 0.0 0.0 0.0 0.0
68.04 1.48 13.23 14.34 0.0 2.87 0.0 0.0 0.0 0.0
72.13 1.26 13.53 2.03 0.0 11.01 0.0 0.0 0.0 0.0
45.1 22.6 0.0 0.0 0.0 22.6 0.0 2.7 6.8 0.0
51.3 18.6 1.9 0.0 0.0 23.3 0.0 0.0 4.7 0.0
55.4 18.4 0.0 0.0 6.6 18.4 0.0 0.9 0.0 0.0
54.2 18.1 0.0 0.0 3.4 18.1 0.0 2.7 3.4 0.0
56.4 18.8 0.0 0.0 0.0 18.8 0.0 2.8 2.9 0.0
68.0 10.0 14.0 0.0 0.0 8.0 0.0 0.0 0.0 0.0
68.0 10.0 8.0 0.0 0.0 12.0 0.0 0.0 0.0 0.0
62.0 12.0 0.0 0.0 2.0 6.0 0.0 16.0 0.0 0.0
58.0 14.0 0.0 0.0 2.0 6.0 0.0 18.0 0.0 0.0
74.5 0.0 10.2 0.0 10.2 0.0 5.1 0.0 0.0 0.0
71.34 1.1 12.72 8.14 0.0 6.47 0.19 0.0 0.0 0.0
47.6 28.6 0.0 0.0 4.8 9.5 0.0 9.5 0.0 0.0
47.6 28.6 0.0 0.0 0.0 9.5 0.0 9.5 4.8 0.0
