SiO2 Al2O3 CaO Na2O MgO B2O3 Li2O GeO2 K2O P2O5 BaO
64.93 8.68 6.82 14.28 5.14 0.0 0.0 0.0 0.0 0.0 0.0
67.53 6.46 6.65 13.93 4.93 0.0 0.0 0.0 0.0 0.0 0.0
67.33 6.44 6.63 13.9 4.92 0.0 0.0 0.0 0.0 0.0 0.0
67.78 6.52 6.66 10.02 5.03 0.0 0.0 0.0 1.48 0.0 0.0
67.82 6.5 4.72 9.97 7.03 0.0 0.0 0.0 1.47 0.0 0.0
65.27 6.49 6.75 10.05 4.94 0.0 0.0 0.0 4.02 0.0 0.0
20.0 26.7 53.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
15.0 34.0 51.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
15.0 28.3 56.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
15.0 26.6 58.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5.0 31.7 63.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61.03 5.0 0.0 12.93 0.0 0.0 5.0 0.0 11.03 0.0 3.01
62.06 5.04 0.0 12.97 0.0 0.0 4.97 0.0 9.97 0.0 3.0
61.49 4.96 0.0 13.06 0.0 0.0 4.97 0.0 10.52 0.0 2.02
61.96 5.01 3.0 13.04 0.0 0.0 4.98 0.0 10.02 0.0 0.0
61.54 5.03 3.01 19.88 0.0 0.0 5.02 0.0 3.52 0.0 0.0
60.08 2.03 8.84 22.08 2.02 0.0 0.0 0.0 3.0 0.0 1.02
69.67 10.39 9.15 0.0 0.16 9.64 0.0 0.0 0.0 0.0 0.04
66.94 10.83 6.91 0.0 3.26 11.14 0.0 0.0 0.0 0.0 0.21
68.19 11.47 9.3 0.0 0.0 9.5 0.0 0.0 0.0 0.0 1.13
69.46 9.76 9.17 0.0 0.0 9.75 0.0 0.0 0.0 0.0 0.13
71.55 7.87 11.67 0.0 0.0 8.66 0.0 0.0 0.0 0.0 0.04
65.62 11.74 11.86 0.0 0.0 9.55 0.0 0.0 0.0 0.0 0.43
69.64 9.72 7.07 0.0 0.0 12.34 0.0 0.0 0.0 0.0 0.43
73.85 7.98 5.99 0.0 2.0 9.98 0.0 0.0 0.0 0.0 0.0
71.96 8.5 8.0 0.0 0.0 10.99 0.0 0.0 0.0 0.0 0.0
73.96 6.5 6.0 0.0 0.0 12.99 0.0 0.0 0.0 0.0 0.0
71.96 6.0 7.5 0.0 0.0 13.99 0.0 0.0 0.0 0.0 0.0
73.96 5.0 6.5 0.0 0.0 13.99 0.0 0.0 0.0 0.0 0.0
64.08 10.58 5.64 0.0 15.38 3.56 0.0 0.0 0.0 0.0 0.0
63.68 11.0 6.25 0.0 13.99 4.5 0.0 0.0 0.0 0.0 0.41
63.66 11.12 5.6 0.0 16.81 2.65 0.0 0.0 0.0 0.0 0.0
63.59 10.98 6.25 0.0 13.96 4.49 0.0 0.0 0.0 0.0 0.08
65.39 9.73 6.23 0.0 12.54 5.38 0.0 0.0 0.0 0.0 0.08
68.45 10.1 2.24 0.0 13.24 4.51 0.0 0.0 0.0 0.0 0.08
64.27 10.02 5.0 0.0 13.91 5.82 0.0 0.0 0.0 0.0 0.0
67.11 9.92 7.7 0.0 13.0 2.21 0.0 0.0 0.0 0.0 0.0
78.0 2.0 5.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.0 2.0 2.5 15.0 2.5 0.0 0.0 0.0 0.0 0.0 0.0
78.0 2.0 0.0 15.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0
75.0 2.0 0.0 17.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0
75.0 6.0 0.0 17.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0
77.5 2.0 2.5 13.0 4.0 0.0 0.0 0.0 1.0 0.0 0.0
76.0 2.0 4.0 13.0 4.0 0.0 0.0 0.0 1.0 0.0 0.0
80.0 0.0 0.0 14.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0
76.0 0.0 0.0 14.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0
72.0 0.0 0.0 14.0 14.0 0.0 0.0 0.0 0.0 0.0 0.0
72.08 0.0 0.0 14.81 11.85 0.0 0.0 0.0 0.0 0.0 0.0
69.12 2.96 0.0 14.81 11.85 0.0 0.0 0.0 0.0 0.0 0.0
66.16 5.92 0.0 14.81 11.85 0.0 0.0 0.0 0.0 0.0 0.0
63.2 8.88 0.0 14.81 11.85 0.0 0.0 0.0 0.0 0.0 0.0
57.27 14.81 0.0 14.81 11.85 0.0 0.0 0.0 0.0 0.0 0.0
74.07 2.96 0.0 9.86 11.85 0.0 0.0 0.0 0.0 0.0 0.0
64.2 2.96 0.0 19.73 11.85 0.0 0.0 0.0 0.0 0.0 0.0
59.26 2.96 0.0 24.67 11.85 0.0 0.0 0.0 0.0 0.0 0.0
42.5 32.5 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
40.0 35.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.3 0.0 0.0 26.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.5 5.4 0.0 25.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.3 10.3 0.0 23.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61.1 15.5 0.0 23.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0
53.7 20.9 0.0 25.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0
49.1 25.4 0.0 25.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
45.1 30.0 0.0 24.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0
79.8 2.02 1.01 13.13 4.04 0.0 0.0 0.0 0.0 0.0 0.0
70.03 1.24 9.47 5.56 4.94 4.43 4.33 0.0 0.0 0.0 0.0
41.9 16.2 41.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.95 1.01 10.35 11.69 0.11 0.0 0.0 0.0 1.89 0.0 0.0
73.67 1.0 11.51 9.82 0.12 0.0 0.0 0.0 3.88 0.0 0.0
73.27 1.04 12.27 7.73 0.12 0.0 0.0 0.0 5.57 0.0 0.0
72.38 0.12 11.89 0.05 0.1 0.0 0.0 0.0 15.46 0.0 0.0
93.0 0.0 0.0 7.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
14.54 16.79 0.0 0.0 0.0 0.0 0.0 0.0 9.66 59.01 0.0
21.39 15.58 0.0 0.0 0.0 0.0 0.0 0.0 8.56 54.47 0.0
25.35 14.6 0.0 0.0 0.0 0.0 0.0 0.0 7.78 52.27 0.0
32.81 14.88 0.0 0.0 0.0 0.0 0.0 0.0 6.67 45.64 0.0
36.05 13.39 0.0 0.0 0.0 0.0 0.0 0.0 6.35 44.21 0.0
45.0 15.0 10.0 5.0 10.0 10.0 0.0 0.0 5.0 0.0 0.0
69.59 0.81 8.05 13.02 5.32 0.0 1.96 0.0 0.57 0.0 0.0
68.5 0.06 8.85 12.63 5.36 0.0 3.86 0.0 0.04 0.0 0.0
70.0 0.52 8.89 12.67 6.09 0.0 0.99 0.0 0.14 0.0 0.0
71.0 0.79 8.26 13.21 5.46 0.0 0.1 0.0 0.49 0.0 0.0
70.9 0.79 8.26 13.13 5.46 0.0 0.24 0.0 0.48 0.0 0.0
70.88 0.79 8.25 12.8 5.46 0.0 0.66 0.0 0.49 0.0 0.0
70.8 0.79 8.24 12.83 5.46 0.0 0.66 0.0 0.48 0.0 0.0
70.51 0.78 8.21 11.84 5.44 0.0 2.0 0.0 0.48 0.0 0.0
70.55 0.78 8.22 10.83 5.44 0.0 2.96 0.0 0.48 0.0 0.0
69.89 0.77 8.13 10.7 5.38 0.0 3.92 0.0 0.48 0.0 0.0
70.41 10.2 4.95 0.0 0.0 10.46 0.0 0.0 0.0 0.0 1.36
70.49 10.22 4.95 0.0 0.0 10.47 0.0 0.0 0.0 0.0 1.13
67.67 6.18 6.96 13.84 3.44 0.0 0.0 0.0 0.13 0.0 0.0
64.99 7.54 6.79 13.22 4.42 0.0 0.0 0.0 1.21 0.0 0.0
65.31 7.58 4.22 13.28 5.87 0.0 0.0 0.0 1.22 0.0 0.0
66.47 6.3 7.23 14.5 4.49 0.0 0.0 0.0 0.0 0.0 0.0
65.19 6.47 7.23 14.02 4.57 0.0 0.0 0.0 0.0 0.0 0.0
77.98 1.0 0.0 7.0 1.0 13.0 0.0 0.0 0.0 0.0 0.0
61.46 7.54 0.0 0.0 0.0 16.57 0.0 0.0 0.0 0.0 12.04
69.38 10.38 9.44 0.0 0.0 9.5 0.0 0.0 0.0 0.0 0.43
67.91 11.04 5.02 0.0 1.75 8.09 0.0 0.0 0.0 0.0 4.59
67.34 10.09 6.11 0.0 1.7 9.85 0.0 0.0 0.0 0.0 2.68
54.91 13.83 0.0 0.0 23.08 4.23 0.0 0.0 0.0 0.0 0.97
55.1 13.87 0.0 0.0 23.16 4.24 0.0 0.0 0.0 0.45 0.97
53.82 9.99 0.0 0.0 28.04 4.21 0.0 0.0 0.0 0.0 0.97
61.5 5.0 2.01 5.0 0.0 0.0 4.99 0.0 19.5 0.0 0.0
61.49 5.0 2.0 4.0 0.0 0.0 4.99 0.0 20.52 0.0 0.0
61.5 5.0 2.0 5.5 0.0 0.0 5.0 0.0 19.0 0.0 0.0
61.52 5.0 2.0 5.99 0.0 0.0 5.01 0.0 18.48 0.0 0.0
61.52 5.0 2.0 4.5 0.0 0.0 5.0 0.0 19.98 0.0 0.0
69.83 10.93 7.25 0.0 2.28 7.53 0.0 0.0 0.0 0.0 0.0
68.17 10.99 5.33 0.0 1.38 8.59 0.0 0.0 0.0 0.0 4.26
71.7 0.3 9.3 12.6 6.1 0.0 0.0 0.0 0.0 0.0 0.0
67.57 10.91 9.31 0.0 0.0 11.31 0.0 0.0 0.0 0.0 0.2
68.4 10.6 9.3 0.0 0.0 10.8 0.0 0.0 0.0 0.0 0.2
67.9 10.6 9.3 0.0 0.0 11.3 0.0 0.0 0.0 0.0 0.2
67.4 10.9 8.7 0.0 0.8 11.3 0.0 0.0 0.0 0.0 0.2
66.46 10.78 9.2 0.0 1.58 11.08 0.0 0.0 0.0 0.0 0.2
67.45 10.98 9.4 0.0 0.0 10.98 0.0 0.0 0.0 0.0 0.2
68.68 10.82 9.59 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.2
67.96 11.04 9.45 0.0 0.0 10.45 0.0 0.0 0.0 0.0 0.3
69.2 10.7 9.5 0.0 0.0 9.5 0.0 0.0 0.0 0.0 0.3
68.73 11.19 8.39 0.0 0.0 10.09 0.0 0.0 0.0 0.5 0.3
56.5 0.0 21.47 19.42 0.0 0.0 0.0 0.0 0.0 2.61 0.0
96.91 0.0 0.0 0.49 0.0 2.6 0.0 0.0 0.0 0.0 0.0
78.65 1.83 0.0 7.02 0.0 12.5 0.0 0.0 0.0 0.0 0.0
75.0 0.0 0.0 15.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0
75.0 0.0 5.0 15.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0
65.0 0.0 0.0 15.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0
65.0 0.0 10.0 15.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0
70.8 0.3 10.2 12.8 5.9 0.0 0.0 0.0 0.0 0.0 0.0
68.38 3.02 8.18 4.05 7.79 0.0 0.0 0.0 7.0 0.0 0.0
67.46 3.06 8.67 4.02 8.66 0.0 0.0 0.0 7.02 0.0 0.0
67.06 3.03 8.72 3.99 9.67 0.0 0.0 0.0 7.03 0.0 0.0
70.77 1.66 9.83 2.73 6.06 0.0 0.0 0.0 7.12 0.0 0.0
68.2 2.57 7.79 3.82 9.13 0.0 0.0 0.0 7.22 0.0 0.2
67.76 2.33 8.91 4.03 8.68 0.0 0.0 0.0 6.76 0.0 0.41
70.33 10.37 8.24 0.02 0.0 9.49 0.01 0.0 0.003505 0.0 0.43
70.43 10.38 8.26 0.05 0.0 9.51 0.002213 0.0 0.00702 0.0 0.43
70.44 10.39 8.26 0.06 0.0 9.5 0.02 0.0 0.007021 0.0 0.43
70.33 10.36 8.24 0.02 0.0 9.49 0.01 0.0 0.003504 0.0 0.43
70.32 10.37 8.24 0.05 0.0 9.48 0.002209 0.0 0.007007 0.0 0.43
70.32 10.37 8.24 0.05 0.0 9.49 0.01 0.0 0.007009 0.0 0.43
70.23 9.2 8.07 0.0 0.0 11.69 0.0 0.0 0.0 0.0 0.21
69.36 9.05 7.04 0.0 0.0 12.39 0.0 0.0 0.0 1.88 0.0
70.22 10.34 8.23 0.005317 0.0 9.47 0.001103 0.0 0.0006997 0.0 0.43
70.16 10.34 8.22 0.006376 0.0 9.47 0.001323 0.0 0.0006992 0.0 0.43
70.26 10.36 8.23 0.02 0.0 9.48 0.01 0.0 0.003501 0.0 0.43
71.2 15.03 1.14 1.03 1.58 0.0 8.98 0.0 0.0 0.0 0.0
70.48 14.66 0.57 0.82 1.27 2.75 8.98 0.0 0.0 0.0 0.0
71.44 14.77 0.0 0.62 2.07 0.0 9.11 0.0 0.17 0.0 0.0
70.38 14.64 0.57 0.82 2.06 1.83 8.97 0.0 0.0 0.0 0.0
70.32 14.37 0.0 0.5 2.48 0.0 8.9 0.0 0.1 0.35 0.0
70.88 1.71 10.12 2.52 6.19 0.0 0.0 0.0 7.28 0.0 0.0
64.78 0.34 2.29 2.91 23.13 0.0 0.0 0.0 4.45 0.0 0.0
67.93 0.72 0.22 4.04 16.8 0.0 0.0 0.0 8.81 0.0 0.0
64.83 0.94 1.82 6.0 19.06 0.0 0.0 0.0 4.97 0.0 0.43
68.36 0.72 1.53 4.04 15.47 0.0 0.0 0.0 8.11 0.0 0.0
70.39 1.67 10.1 1.52 6.25 0.0 0.0 0.0 8.29 0.0 0.0
73.75 4.44 1.15 6.26 0.0 12.08 0.0 0.0 1.37 0.0 0.84
73.12 4.4 2.29 7.24 0.0 11.06 0.0 0.0 1.36 0.0 0.42
8.03 26.71 58.26 0.0 7.0 0.0 0.0 0.0 0.0 0.0 0.0
28.4 22.34 42.51 0.0 6.75 0.0 0.0 0.0 0.0 0.0 0.0
33.21 22.18 37.84 0.0 6.77 0.0 0.0 0.0 0.0 0.0 0.0
36.56 17.68 39.19 0.0 6.57 0.0 0.0 0.0 0.0 0.0 0.0
41.59 16.02 35.87 0.0 6.52 0.0 0.0 0.0 0.0 0.0 0.0
65.09 7.38 8.21 0.0 9.72 8.58 0.0 0.0 0.0 0.0 0.0
68.38 7.75 11.27 0.0 3.92 8.35 0.0 0.0 0.0 0.0 0.33
70.21 8.91 8.56 0.0 1.61 8.58 0.0 0.0 0.0 0.0 0.0
69.84 8.86 8.63 0.0 1.6 10.01 0.0 0.0 0.0 0.0 0.0
70.01 7.72 11.23 0.0 3.91 6.88 0.0 0.0 0.0 0.0 0.25
69.91 7.71 8.19 0.0 6.24 6.86 0.0 0.0 0.0 0.0 0.0
71.77 8.86 5.41 0.0 4.0 8.35 0.0 0.0 0.0 0.0 0.55
71.85 8.87 6.57 0.0 3.21 7.89 0.0 0.0 0.0 0.0 0.55
71.29 6.74 8.13 0.0 6.2 6.62 0.0 0.0 0.0 0.0 0.0
72.96 7.83 5.47 0.0 3.96 8.44 0.0 0.0 0.0 0.0 0.29
67.4 11.3 6.4 0.0 3.5 10.4 0.0 0.0 0.0 0.0 0.0
67.5 10.3 8.3 0.0 2.6 10.4 0.0 0.0 0.0 0.0 0.0
68.0 10.8 7.0 0.0 3.2 10.0 0.0 0.0 0.0 0.0 0.0
68.0 11.0 7.0 0.0 3.2 10.0 0.0 0.0 0.0 0.0 0.0
68.0 10.4 7.0 0.0 3.2 10.0 0.0 0.0 0.0 0.0 0.0
66.29 9.59 5.17 0.0 0.9 8.32 0.0 0.0 0.0 0.0 7.32
69.32 10.38 9.43 0.0 0.0 9.5 0.0 0.0 0.0 0.0 0.43
63.92 11.19 9.48 0.68 14.71 0.0 0.0 0.0 0.0 0.0 0.0
64.63 12.09 5.32 0.7 17.24 0.0 0.0 0.0 0.0 0.0 0.0
71.7 1.1 8.8 12.2 5.6 0.0 0.0 0.0 0.6 0.0 0.0
78.6 2.0 1.0 13.3 4.0 0.0 0.0 0.0 1.1 0.0 0.0
83.22 1.52 0.0 3.51 0.0 11.33 0.0 0.0 0.42 0.0 0.0
83.57 1.53 0.0 3.52 0.0 11.38 0.0 0.0 0.0 0.0 0.0
65.23 0.0 10.43 13.91 5.53 4.33 0.0 0.0 0.57 0.0 0.0
65.16 0.06 10.36 14.31 5.48 4.57 0.0 0.0 0.06 0.0 0.0
67.72 1.0 11.74 7.43 6.68 5.24 0.0 0.0 0.19 0.0 0.0
58.15 0.3 10.16 18.96 7.44 4.74 0.0 0.0 0.25 0.0 0.0
67.17 11.3 5.53 0.0 4.58 9.95 0.0 0.0 0.0 0.0 1.38
68.27 10.72 6.8 0.0 4.5 9.2 0.0 0.0 0.0 0.0 0.42
68.76 11.76 5.57 0.0 3.02 4.96 0.0 0.0 0.0 0.0 5.0
67.43 11.75 5.48 0.0 5.48 3.93 0.0 0.0 0.0 0.0 3.64
65.56 9.99 13.32 0.0 0.0 7.8 0.0 0.0 0.0 0.0 3.1
63.83 10.94 12.43 0.0 0.0 8.01 0.0 0.0 0.0 0.0 4.55
63.62 10.23 12.39 0.0 0.0 8.99 0.0 0.0 0.0 0.0 4.53
63.2 10.59 12.42 0.0 0.0 9.01 0.0 0.0 0.0 0.0 4.54
62.76 10.28 12.46 0.0 0.0 9.03 0.0 0.0 0.0 0.0 4.56
62.91 10.3 12.48 0.0 0.0 9.05 0.0 0.0 0.0 0.0 5.02
67.28 9.64 9.41 0.0 0.49 10.23 0.0 0.0 0.0 0.0 0.0
73.5 8.4 0.0 8.5 0.0 0.0 4.1 0.0 3.7 0.0 0.0
72.0 8.2 0.0 8.4 0.0 1.4 3.9 0.0 3.6 0.0 0.0
72.2 7.9 0.0 8.0 0.0 0.0 8.3 0.0 2.0 0.0 0.0
73.8 7.8 0.0 8.0 0.0 0.0 8.3 0.0 2.0 0.0 0.0
73.95 8.67 0.0 8.67 0.0 0.0 4.33 0.0 4.33 0.0 0.0
73.94 8.67 0.0 8.67 0.0 0.0 8.67 0.0 0.0 0.0 0.0
73.95 8.67 0.0 4.33 0.0 0.0 8.67 0.0 4.33 0.0 0.0
73.95 8.67 0.0 13.0 0.0 0.0 4.33 0.0 0.0 0.0 0.0
73.95 8.67 0.0 4.33 0.0 0.0 4.33 0.0 8.67 0.0 0.0
79.82 5.71 0.0 7.14 0.0 0.0 3.57 0.0 3.57 0.0 0.0
69.21 1.74 7.42 14.11 3.04 3.61 0.0 0.0 0.58 0.0 0.0
65.29 3.57 2.17 19.21 9.04 0.09 0.0 0.0 0.26 0.0 0.0
72.76 1.96 4.46 16.23 0.0 2.69 0.0 0.0 1.32 0.0 0.0
56.99 4.32 6.72 15.21 4.68 10.83 0.0 0.0 0.53 0.0 0.0
73.83 5.7 0.0 7.14 2.04 2.0 3.6 0.0 3.56 0.0 0.0
73.11 5.09 0.0 8.43 0.0 0.0 8.4 0.0 2.4 0.0 0.0
71.77 5.11 0.0 8.45 0.0 1.23 8.44 0.0 2.41 0.0 0.0
72.43 5.16 0.0 8.54 0.0 0.0 8.52 0.0 2.44 0.3 0.0
80.17 3.38 0.0 6.95 0.0 0.0 7.2 0.0 2.28 0.0 0.0
79.84 2.94 0.0 7.27 0.0 0.0 7.54 0.0 2.39 0.0 0.0
78.65 3.63 0.0 7.47 0.0 0.0 7.75 0.0 2.46 0.0 0.0
78.32 3.16 0.0 7.81 0.0 0.0 8.1 0.0 2.57 0.0 0.0
77.13 3.89 0.0 7.99 0.0 0.0 8.28 0.0 2.63 0.0 0.0
76.81 3.39 0.0 8.35 0.0 0.0 8.66 0.0 2.75 0.0 0.0
63.91 11.19 9.48 0.68 14.72 0.0 0.0 0.0 0.0 0.0 0.0
73.52 8.4 0.0 8.52 0.0 0.0 4.1 0.0 3.69 0.0 0.0
72.0 8.22 0.0 8.38 0.0 1.4 3.91 0.0 3.59 0.0 0.0
72.12 7.88 0.0 8.04 0.0 0.0 8.34 0.0 1.98 0.0 0.0
73.8 7.84 0.0 7.99 0.0 0.0 8.29 0.0 1.97 0.0 0.0
73.94 8.68 0.0 8.69 0.0 0.0 4.29 0.0 4.36 0.0 0.0
70.48 4.87 0.0 8.01 0.0 0.0 16.62 0.0 0.0 0.0 0.0
74.0 8.67 0.0 4.35 0.0 0.0 8.61 0.0 4.33 0.0 0.0
73.85 8.67 0.0 13.04 0.0 0.0 4.4 0.0 0.0 0.0 0.0
64.7 7.0 16.0 2.0 3.2 2.5 0.0 0.0 2.6 0.0 2.0
61.3 7.0 16.0 3.0 3.2 2.5 0.0 0.0 3.0 0.0 4.0
63.63 10.1 16.16 2.02 3.54 2.53 0.0 0.0 2.02 0.0 0.0
62.5 10.0 15.0 3.0 3.0 3.5 0.0 0.0 3.0 0.0 0.0
63.0 9.0 14.0 3.0 3.0 5.0 0.0 0.0 3.0 0.0 0.0
64.0 10.0 13.5 3.0 3.0 3.5 1.0 0.0 2.0 0.0 0.0
63.0 10.0 14.0 3.0 3.5 2.5 0.0 0.0 3.0 0.0 0.0
69.66 10.35 8.71 0.0 0.16 10.1 0.0 0.0 0.0 0.0 0.0
69.34 10.44 9.9 0.0 0.16 9.1 0.0 0.0 0.0 0.0 0.0
69.79 10.28 8.6 0.0 0.16 9.63 0.0 0.0 0.0 0.0 0.0
34.0 27.9 34.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 0.0
33.75 27.65 34.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 0.0
33.5 27.4 34.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 0.0
33.0 26.9 34.0 0.0 4.1 0.0 0.0 0.0 0.0 0.0 0.0
30.0 30.0 35.9 0.0 4.1 0.0 0.0 0.0 0.0 0.0 0.0
30.0 29.5 35.9 0.0 4.1 0.0 0.0 0.0 0.0 0.0 0.0
30.0 29.0 35.9 0.0 4.1 0.0 0.0 0.0 0.0 0.0 0.0
30.0 28.0 35.9 0.0 4.1 0.0 0.0 0.0 0.0 0.0 0.0
71.19 3.07 3.91 11.12 0.0 9.9 0.0 0.0 0.0 0.0 0.0
72.24 5.02 0.68 8.88 0.0 12.05 0.0 0.0 1.09 0.0 0.0
62.96 8.42 2.35 15.45 3.28 1.9 0.0 0.0 3.43 0.0 0.0
68.43 11.22 5.04 0.0 1.05 8.42 0.0 0.0 0.0 0.0 4.1
67.92 10.16 5.45 0.0 0.86 10.28 0.0 0.0 0.0 0.0 2.54
66.89 10.19 9.78 0.0 4.37 7.13 0.0 0.0 0.0 0.0 1.45
66.65 10.19 9.44 0.0 0.49 10.27 0.0 0.0 0.0 0.0 0.0
66.41 10.25 9.2 0.0 0.82 10.36 0.0 0.0 0.0 0.0 0.0
67.6 9.7 9.41 0.0 0.49 9.85 0.0 0.0 0.0 0.0 0.0
67.75 10.07 5.65 0.0 0.68 10.69 0.0 0.0 0.0 0.0 2.79
70.69 12.48 4.69 0.0 0.84 4.72 0.0 0.0 0.0 0.0 3.71
69.83 11.89 5.8 0.0 2.7 3.97 0.0 0.0 0.0 0.0 4.92
69.36 11.96 5.7 0.0 3.9 3.9 0.0 0.0 0.0 0.0 4.3
68.29 12.11 5.82 0.0 4.46 3.68 0.0 0.0 0.0 0.0 4.2
67.73 12.23 5.89 0.0 5.27 3.19 0.0 0.0 0.0 0.0 3.63
67.97 12.23 5.89 0.0 5.3 2.9 0.0 0.0 0.0 0.0 3.67
68.76 12.26 5.8 0.0 5.35 2.56 0.0 0.0 0.0 0.0 3.7
66.4 10.9 9.5 0.0 0.5 9.8 0.0 0.0 0.0 0.0 0.2
66.5 10.9 9.5 0.0 0.5 9.4 0.0 0.0 0.0 0.0 0.2
67.85 8.47 0.0 8.54 5.94 0.0 4.01 0.0 3.68 0.0 0.0
67.07 8.49 0.0 8.56 5.95 0.0 4.02 0.0 3.69 0.0 0.0
70.9 9.7 0.0 9.7 0.0 0.0 4.8 0.0 4.8 0.0 0.0
73.9 8.7 0.0 13.0 0.0 0.0 0.0 0.0 4.3 0.0 0.0
73.8 8.7 0.0 8.7 0.0 0.0 0.0 0.0 8.7 0.0 0.0
67.6 8.5 0.0 8.5 6.0 0.0 4.1 0.0 3.7 0.0 0.0
66.9 8.5 0.0 8.5 6.0 0.0 4.1 0.0 3.7 0.0 0.0
29.83 3.02 5.62 0.0 0.0 48.77 0.0 0.0 11.97 0.0 0.0
63.92 11.19 9.48 0.68 14.71 0.0 0.0 0.0 0.0 0.0 0.0
64.64 12.09 5.32 0.7 17.23 0.0 0.0 0.0 0.0 0.0 0.0
63.7 13.0 0.0 6.5 0.0 0.0 11.2 0.0 3.0 0.0 0.0
63.7 13.0 0.0 6.5 0.0 0.0 12.2 0.0 3.0 0.0 0.0
64.7 13.0 0.0 6.5 0.0 0.0 11.2 0.0 3.0 0.0 0.0
61.7 13.0 0.0 6.5 3.0 0.0 11.2 0.0 3.0 0.0 0.0
61.0 13.0 0.0 5.2 3.0 0.0 13.2 0.0 3.0 0.0 0.0
62.7 13.0 0.0 5.9 3.0 0.0 11.1 0.0 2.7 0.0 0.0
61.9 13.0 0.0 6.8 3.6 0.0 10.7 0.0 3.0 0.0 0.0
63.1 13.0 0.0 7.1 3.0 0.0 9.7 0.0 2.5 0.0 0.0
65.59 11.3 0.0 6.21 0.0 10.98 4.56 0.0 1.11 0.0 0.0
65.39 10.83 0.32 7.66 0.74 9.0 3.66 0.0 1.75 0.0 0.0
64.98 9.9 0.97 10.56 2.24 5.01 1.84 0.0 3.05 0.0 0.0
64.76 9.43 1.31 12.02 2.99 3.01 0.91 0.0 3.71 0.0 0.0
64.56 8.95 1.63 13.49 3.74 1.01 0.0 0.0 4.36 0.0 0.0
74.69 1.22 10.01 14.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.29 0.72 1.53 4.05 15.48 0.0 0.0 0.0 8.12 0.0 0.04
67.94 0.72 0.22 4.04 16.81 0.0 0.0 0.0 8.81 0.0 0.04
66.53 0.78 3.05 2.86 16.51 0.0 0.0 0.0 8.04 0.0 0.04
68.55 0.72 2.28 3.54 15.44 0.0 0.0 0.0 7.25 0.0 0.04
66.56 1.02 3.49 2.96 15.96 0.0 0.0 0.0 7.48 0.0 0.04
65.44 9.17 6.41 0.0 1.78 7.23 0.0 0.0 0.0 0.0 7.03
68.23 10.96 4.98 0.0 1.73 8.03 0.0 0.0 0.0 0.0 4.56
68.63 10.21 9.28 0.0 1.61 9.34 0.0 0.0 0.0 0.0 0.0
65.44 9.17 6.41 0.0 1.78 7.23 0.0 0.0 0.0 0.0 7.03
68.23 10.96 4.98 0.0 1.73 8.03 0.0 0.0 0.0 0.0 4.56
68.63 10.21 9.28 0.0 1.61 9.34 0.0 0.0 0.0 0.0 0.0
69.54 1.82 5.52 6.99 4.61 2.22 4.14 0.0 2.96 0.0 2.02
70.01 1.88 4.55 6.16 3.95 1.83 2.99 0.0 5.96 0.0 2.16
71.75 2.26 3.05 5.85 1.63 3.78 2.2 0.0 5.88 0.0 3.22
70.61 2.25 4.09 4.87 4.07 2.83 1.98 0.0 4.94 0.0 4.06
71.56 1.96 3.57 1.72 3.31 2.59 1.79 0.0 7.79 0.0 3.91
70.36 2.09 5.22 2.94 4.84 1.31 3.05 0.0 6.01 0.0 4.03
72.1 3.97 0.0 0.0 1.15 0.0 19.14 0.0 1.23 0.81 0.0
72.7 3.95 0.0 0.0 1.14 0.0 19.24 0.0 0.61 0.81 0.0
71.07 3.88 0.0 0.0 1.21 0.0 17.31 0.0 0.97 0.86 2.18
