SiO2 Al2O3 CaO Na2O MgO B2O3 Li2O GeO2 K2O P2O5 BaO
69.93 11.93 5.74 0.0 4.41 3.26 0.0 0.0 0.0 0.0 2.73
71.49 11.57 5.45 0.0 4.4 1.61 0.0 0.0 0.0 0.0 4.12
69.85 11.52 6.06 0.0 5.37 2.41 0.0 0.0 0.0 0.0 3.28
69.88 11.89 5.8 0.0 4.47 3.27 0.0 0.0 0.0 0.0 2.59
62.26 9.37 4.39 6.73 8.46 3.9 2.11 0.0 0.0 0.0 0.0
61.6 9.21 16.31 0.65 11.06 0.0 0.41 0.0 0.06 0.0 0.0
60.83 9.26 16.51 0.66 10.74 0.0 1.25 0.0 0.06 0.0 0.0
60.88 9.41 16.43 0.66 10.67 0.0 1.25 0.0 0.06 0.0 0.0
61.61 9.19 16.29 0.65 10.59 0.0 1.25 0.0 0.06 0.0 0.0
62.03 9.24 16.39 0.65 10.66 0.0 0.61 0.0 0.06 0.0 0.0
61.93 9.17 16.57 0.06 10.4 0.0 1.25 0.0 0.07 0.0 0.0
62.14 8.8 19.16 0.06 9.32 0.0 0.0 0.0 0.05 0.0 0.0
62.0 9.09 17.8 0.06 10.54 0.0 0.0 0.0 0.05 0.0 0.0
61.36 9.05 16.97 0.07 10.78 0.0 1.26 0.0 0.06 0.0 0.0
61.83 9.1 16.9 0.08 10.16 0.0 1.43 0.0 0.06 0.0 0.0
70.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0
69.31 0.0 0.0 0.0 0.0 29.7 0.0 0.0 0.0 0.0 0.0
68.63 0.0 0.0 0.0 0.0 29.41 0.0 0.0 0.0 0.0 0.0
67.96 0.0 0.0 0.0 0.0 29.13 0.0 0.0 0.0 0.0 0.0
69.31 0.0 0.0 0.0 0.0 29.7 0.0 0.0 0.0 0.0 0.99
68.63 0.0 0.0 0.0 0.0 29.41 0.0 0.0 0.0 0.0 1.96
67.96 0.0 0.0 0.0 0.0 29.13 0.0 0.0 0.0 0.0 2.91
67.3 0.0 0.0 0.0 0.0 28.85 0.0 0.0 0.0 0.0 3.85
69.31 0.0 0.0 0.0 0.0 29.7 0.0 0.0 0.0 0.0 0.0
68.63 0.0 0.0 0.0 0.0 29.41 0.0 0.0 0.0 0.0 0.0
67.96 0.0 0.0 0.0 0.0 29.13 0.0 0.0 0.0 0.0 0.0
61.35 9.29 13.21 0.49 15.28 0.0 0.0 0.0 0.0 0.0 0.0
60.48 9.51 13.99 0.98 15.04 0.0 0.0 0.0 0.0 0.0 0.0
61.01 9.66 11.97 0.05 16.79 0.0 0.0 0.0 0.15 0.0 0.0
60.3 9.75 13.72 0.03 15.01 0.87 0.0 0.0 0.0 0.0 0.0
64.03 13.0 0.05 13.9 0.02 8.9 0.0 0.0 0.0 0.0 0.0
64.02 14.01 0.04 12.91 0.02 8.9 0.0 0.0 0.0 0.0 0.0
64.03 13.5 0.04 11.4 0.02 8.9 0.0 0.0 2.01 0.0 0.0
64.07 13.51 0.0 13.41 0.0 8.91 0.0 0.0 0.0 0.0 0.0
65.79 11.32 0.0 11.52 0.0 10.02 0.0 0.0 1.3 0.0 0.0
65.75 10.31 0.05 11.51 0.02 11.01 0.0 0.0 1.3 0.0 0.0
65.28 11.12 0.84 9.71 0.0 0.18 10.71 0.0 0.05 0.03 0.0
65.13 11.12 0.67 9.9 0.0 0.14 10.92 0.0 0.05 0.01 0.0
65.67 11.11 1.03 9.14 0.0 0.27 10.43 0.0 0.07 0.09 0.0
65.26 11.13 0.84 9.72 0.0 0.18 10.7 0.0 0.05 0.04 0.0
65.62 11.13 1.14 8.73 0.03 0.45 10.44 0.0 0.07 0.13 0.0
70.07 6.0 0.0 12.0 10.3 0.0 0.0 0.0 1.0 0.0 0.0
65.0 15.0 0.0 15.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0
84.0 3.0 0.0 12.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
74.0 7.0 0.0 14.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0
68.5 3.5 3.5 3.5 12.0 0.0 0.0 0.0 7.0 0.0 0.0
65.25 6.25 5.5 5.0 10.0 0.0 0.0 0.0 5.0 0.0 0.5
66.25 5.5 5.5 4.0 10.5 0.0 0.0 0.0 5.0 0.0 1.0
65.5 6.0 5.0 3.0 11.0 0.0 0.0 0.0 7.0 0.0 0.13
65.91 5.47 5.47 3.98 10.45 1.0 0.0 0.0 4.98 0.0 0.5
63.0 10.0 2.0 6.0 17.0 0.0 1.0 0.0 0.0 0.0 0.0
64.94 5.99 1.1 8.39 16.98 0.0 0.6 0.0 0.0 0.0 0.0
64.02 5.91 2.49 8.67 16.74 0.0 0.2 0.0 0.0 0.0 0.0
65.0 6.0 0.5 9.0 16.5 0.0 1.0 0.0 0.0 0.0 0.0
65.12 6.01 0.0 9.24 17.03 0.0 0.6 0.0 0.0 0.0 0.0
63.39 14.04 0.07 13.84 1.03 7.02 0.0 0.0 0.5 0.0 0.0
64.5 14.01 0.07 13.78 0.53 7.01 0.0 0.0 0.0 0.0 0.0
64.79 13.97 0.06 13.56 1.45 5.57 0.0 0.0 0.5 0.0 0.0
66.42 13.96 0.03 12.16 2.03 5.13 0.0 0.0 0.2 0.0 0.0
65.78 13.87 0.03 13.91 1.08 5.15 0.0 0.0 0.11 0.0 0.0
68.76 13.23 0.04 12.01 2.46 3.44 0.0 0.0 0.0 0.0 0.0
66.04 14.0 0.07 13.23 1.55 4.73 0.0 0.0 0.28 0.0 0.0
65.52 13.15 0.04 13.22 2.73 5.15 0.0 0.0 0.07 0.0 0.0
65.53 13.22 0.05 13.01 2.89 5.12 0.0 0.0 0.07 0.0 0.0
65.25 14.06 0.04 13.27 2.6 4.67 0.0 0.0 0.01 0.0 0.0
72.29 0.59 8.97 12.55 5.18 0.0 0.0 0.0 0.38 0.0 0.0
83.05 1.33 0.11 4.2 0.08 11.21 0.0 0.0 0.0 0.0 0.0
73.96 0.0 10.0 15.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.92 0.0 10.0 15.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.85 0.0 9.99 15.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0
42.5 0.0 0.0 15.0 0.0 42.5 0.0 0.0 0.0 0.0 0.0
81.5 1.3 0.0 0.0 0.0 11.8 5.4 0.0 0.0 0.0 0.0
100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.9 2.0 0.0 1.0 0.0 18.97 1.0 0.0 4.99 0.0 0.0
73.91 0.0 0.0 15.98 0.0 9.99 0.0 0.0 0.0 0.0 0.0
73.96 0.0 10.0 15.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.25 1.19 4.65 8.31 2.86 5.58 0.0 0.0 0.13 0.0 0.0
70.13 0.71 12.06 10.73 2.98 2.84 0.0 0.0 0.51 0.0 0.0
68.88 0.42 8.55 5.05 1.98 6.8 2.47 0.0 5.81 0.0 0.0
65.84 0.83 8.04 11.53 7.0 4.66 0.0 0.0 1.97 0.0 0.0
73.05 0.48 6.94 7.95 3.02 6.47 0.0 0.0 2.01 0.0 0.0
75.18 0.42 6.64 6.0 3.63 6.05 0.0 0.0 2.01 0.0 0.0
77.01 0.36 4.98 4.99 4.21 6.79 0.0 0.0 1.41 0.0 0.0
72.5 0.0 13.02 14.48 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.49 0.0 7.51 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.3 0.0 7.47 13.91 0.0 0.0 0.0 0.0 4.32 0.0 0.0
64.07 8.78 0.91 14.03 8.72 0.0 0.0 0.0 1.02 0.0 0.5
64.99 7.8 0.45 15.07 8.76 0.0 0.0 0.0 0.0 0.0 0.0
65.11 7.6 0.0 15.15 9.22 0.0 0.0 0.0 0.0 0.0 0.0
59.77 12.73 11.07 1.06 15.27 0.0 0.0 0.0 0.0 0.0 0.0
83.1 1.52 0.0 3.4 0.0 11.58 0.0 0.0 0.4 0.0 0.0
82.99 1.33 0.0 4.09 0.0 11.46 0.0 0.0 0.13 0.0 0.0
63.59 7.49 0.0 0.0 0.0 16.46 0.0 0.0 0.0 0.0 12.46
69.0 11.72 5.02 0.0 1.39 7.07 0.0 0.0 0.0 0.0 4.58
70.5 10.79 0.5 12.3 3.8 0.0 0.0 0.0 2.1 0.0 0.0
70.5 10.16 0.5 12.3 3.8 0.63 0.0 0.0 2.1 0.0 0.0
73.8 8.5 0.5 11.0 3.8 0.0 0.0 0.0 2.1 0.0 0.0
76.2 8.5 0.5 10.6 2.8 0.0 0.0 0.0 1.1 0.0 0.0
72.2 8.5 0.5 14.6 2.8 0.0 0.0 0.0 1.1 0.0 0.0
72.0 11.0 0.5 12.3 2.8 0.0 0.0 0.0 1.1 0.0 0.0
70.5 10.0 1.0 12.3 3.3 0.5 0.0 0.0 2.1 0.0 0.0
70.5 8.4 0.5 11.8 3.8 0.5 0.0 0.0 4.3 0.0 0.0
69.88 10.41 0.5 12.49 3.77 0.0 0.0 0.0 2.08 0.0 0.0
69.66 10.37 0.49 12.45 3.75 0.0 0.0 0.0 2.07 0.0 0.0
61.07 6.99 1.13 0.48 18.18 9.35 1.0 0.0 0.49 0.0 0.0
66.34 6.31 2.04 0.02 14.07 6.73 2.5 0.0 0.02 0.0 0.0
64.42 9.57 1.94 0.02 13.23 6.32 2.34 0.0 0.03 0.0 0.0
71.37 4.46 0.06 10.63 0.19 12.12 0.64 0.0 0.53 0.0 0.0
67.38 4.46 0.06 10.62 0.19 16.12 0.64 0.0 0.53 0.0 0.0
71.25 4.58 0.08 12.03 0.35 11.3 0.0 0.0 0.41 0.0 0.0
70.38 4.46 0.06 10.4 0.19 14.12 0.0 0.0 0.39 0.0 0.0
70.06 4.88 0.0 11.06 0.63 13.0 0.0 0.0 0.37 0.0 0.0
71.38 4.46 0.25 10.62 0.0 12.12 0.64 0.0 0.53 0.0 0.0
70.25 4.88 0.0 11.06 0.43 13.0 0.0 0.0 0.37 0.0 0.0
69.75 4.88 0.08 11.07 0.35 13.0 0.0 0.0 0.37 0.5 0.0
70.7 4.88 0.0 11.06 0.0 12.99 0.0 0.0 0.37 0.0 0.0
67.38 4.46 0.06 9.26 0.19 17.12 1.04 0.0 0.49 0.0 0.0
69.18 12.35 9.46 0.0 1.65 5.72 0.0 0.0 0.0 0.0 0.87
69.95 11.65 9.42 0.0 1.64 5.69 0.0 0.0 0.0 0.0 0.86
69.24 12.37 7.1 0.0 3.29 5.72 0.0 0.0 0.0 0.0 0.87
69.03 12.33 9.44 0.0 1.64 5.7 0.0 0.0 0.0 0.0 0.43
69.36 12.41 10.69 0.0 0.0 5.93 0.0 0.0 0.0 0.0 0.87
69.54 12.81 9.56 0.0 0.0 5.58 0.0 0.0 0.0 0.0 0.44
68.32 12.54 9.36 0.0 3.25 5.37 0.0 0.0 0.0 0.0 0.43
68.77 12.38 8.41 0.0 2.47 5.73 0.0 0.0 0.0 0.0 0.87
69.43 12.4 8.3 0.0 1.65 5.73 0.0 0.0 0.0 0.0 0.43
70.13 12.1 9.51 0.0 0.0 5.75 0.0 0.0 0.0 0.0 0.43
81.79 1.52 0.0 3.61 0.0 12.68 0.0 0.0 0.4 0.0 0.0
71.67 11.34 8.43 0.0 2.96 3.34 0.0 0.0 0.0 0.0 0.02
72.16 11.86 5.4 0.0 5.53 0.0 0.0 0.0 0.0 0.0 3.31
66.32 12.76 0.48 12.89 2.84 3.64 0.0 0.0 0.95 0.0 0.0
67.29 12.03 0.49 12.93 2.77 3.44 0.0 0.0 0.94 0.0 0.0
66.33 12.73 0.04 14.12 1.79 3.54 0.0 0.0 0.01 0.0 0.0
66.82 12.59 0.05 14.47 2.45 3.51 0.0 0.0 0.01 0.0 0.0
67.0 12.69 0.03 13.91 2.21 3.98 0.0 0.0 0.01 0.0 0.0
67.25 12.67 0.06 13.97 1.83 4.1 0.0 0.0 0.01 0.0 0.0
66.96 12.63 0.04 13.84 2.47 3.96 0.0 0.0 0.01 0.0 0.0
67.11 12.57 0.04 13.64 2.42 4.12 0.0 0.0 0.01 0.0 0.0
68.7 12.2 5.83 0.0 5.16 2.89 0.0 0.0 0.0 0.0 3.76
68.61 12.67 5.59 0.0 5.25 2.23 0.0 0.0 0.0 0.0 3.59
69.38 12.44 5.21 0.0 5.21 1.99 0.0 0.0 0.0 0.0 3.72
71.66 11.34 8.43 0.0 2.96 3.34 0.0 0.0 0.0 0.0 0.02
72.42 11.07 7.38 0.0 3.54 3.06 0.0 0.0 0.0 0.0 0.02
71.23 12.41 5.23 0.0 3.62 2.54 0.0 0.0 0.0 0.0 3.43
63.97 14.49 0.05 14.39 0.0 7.0 0.0 0.0 0.0 0.0 0.0
64.03 12.51 0.04 12.41 0.0 10.91 0.0 0.0 0.0 0.0 0.0
64.03 12.01 0.04 11.91 0.0 11.91 0.0 0.0 0.0 0.0 0.0
61.78 12.89 0.0 13.89 0.0 10.29 0.0 0.0 1.03 0.0 0.0
63.22 11.39 0.0 13.39 0.0 9.89 0.0 0.0 0.99 1.0 0.0
61.14 15.96 2.81 0.0 1.07 6.92 0.0 0.0 0.0 9.95 0.0
66.63 15.9 4.06 0.0 1.56 2.86 0.0 0.0 0.0 6.84 0.0
70.52 13.76 3.68 0.0 2.06 1.85 0.0 0.0 0.0 6.71 0.0
69.89 4.0 0.03 0.0 0.03 16.15 0.0 0.0 0.0 9.83 0.0
71.91 2.99 0.0 0.0 0.0 16.27 0.0 0.0 0.0 8.79 0.0
67.86 3.8 0.0 0.0 0.0 18.39 0.0 0.0 0.0 9.88 0.0
65.7 3.96 0.0 0.0 0.0 14.88 0.0 0.0 0.0 15.4 0.0
63.91 8.49 7.25 0.0 2.25 16.48 0.0 0.0 0.0 0.0 0.01
67.85 9.95 1.05 3.97 6.29 0.0 7.82 0.0 2.97 0.0 0.0
65.18 7.83 0.69 9.42 1.58 3.92 8.54 0.0 1.24 0.0 0.0
65.93 10.99 1.75 8.99 1.0 0.0 9.99 0.0 0.25 0.0 0.0
66.06 8.13 0.0 9.97 0.0 0.0 13.03 0.0 0.0 0.0 0.0
66.28 9.43 0.14 11.65 2.99 0.0 6.51 0.0 1.25 0.0 0.0
67.18 10.12 1.82 10.86 1.08 0.0 7.66 0.0 0.27 0.0 0.0
66.42 9.39 3.55 11.57 0.05 0.0 6.39 0.0 1.23 0.0 0.0
65.27 10.68 1.86 11.2 1.69 0.0 7.91 0.0 0.26 0.0 0.0
65.5 12.0 0.0 4.0 2.0 0.0 16.0 0.0 0.0 0.0 0.0
69.0 8.0 0.0 5.0 3.0 0.0 15.0 0.0 0.0 0.0 0.0
72.0 6.0 0.0 2.0 2.0 0.0 16.0 0.0 0.0 0.0 0.0
70.0 6.0 0.5 3.0 2.5 0.0 16.0 0.0 0.0 0.0 0.0
70.0 6.0 0.0 3.0 3.0 0.0 16.0 0.0 0.0 0.0 0.0
66.57 12.61 5.11 0.0 4.8 6.41 0.0 0.0 0.0 0.0 3.1
65.7 13.6 6.3 0.0 4.7 6.4 0.0 0.0 0.0 0.0 2.9
66.3 12.9 6.9 0.0 4.7 6.1 0.0 0.0 0.0 0.0 2.7
66.4 12.3 7.1 0.0 3.7 7.2 0.0 0.0 0.0 0.0 2.0
66.2 12.8 7.6 0.0 4.2 6.3 0.0 0.0 0.0 0.0 2.5
66.3 12.8 8.1 0.0 3.9 5.8 0.0 0.0 0.0 0.0 2.7
65.9 12.7 7.6 0.0 4.7 6.3 0.0 0.0 0.0 0.0 2.4
61.58 9.32 13.25 0.0 15.34 0.0 0.0 0.0 0.32 0.0 0.0
60.66 9.54 14.03 0.24 15.08 0.0 0.0 0.0 0.16 0.0 0.0
61.42 9.77 12.66 0.03 15.04 0.0 0.0 0.0 0.0 0.0 0.0
68.63 12.41 6.02 0.0 4.53 4.1 0.0 0.0 0.0 0.0 1.74
64.03 13.51 0.05 13.41 1.0 7.9 0.0 0.0 0.0 0.0 0.0
64.0 12.1 0.0 13.1 0.0 9.7 0.0 0.0 0.97 0.0 0.0
66.0 10.0 0.0 14.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0
64.0 8.0 0.0 11.5 9.2 0.0 5.8 0.0 0.0 0.0 0.0
68.17 7.51 4.0 9.41 6.51 0.0 0.1 0.0 2.2 0.0 0.0
66.5 7.7 4.0 8.7 7.5 0.0 0.6 0.0 2.2 0.0 0.0
66.8 7.7 4.5 8.7 7.0 0.0 0.6 0.0 2.2 0.0 0.0
63.98 12.48 0.0 12.42 0.0 10.0 0.0 0.0 1.0 0.0 0.0
65.5 6.0 5.0 5.0 11.0 0.0 0.0 0.0 5.0 0.0 0.25
60.25 3.72 5.24 12.86 0.0 16.26 0.0 0.0 0.0 0.0 0.0
97.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
42.41 0.0 0.0 14.97 0.0 42.41 0.0 0.0 0.0 0.0 0.0
73.91 0.0 0.0 9.99 0.0 15.98 0.0 0.0 0.0 0.0 0.0
73.87 1.0 0.0 4.29 0.0 20.66 0.0 0.0 0.0 0.0 0.0
81.35 1.3 0.0 4.89 0.0 11.78 0.0 0.0 0.5 0.0 0.0
81.4 1.3 0.0 0.0 0.0 11.79 5.39 0.0 0.0 0.0 0.0
72.5 2.0 0.0 0.7 0.0 18.97 0.8 0.0 4.89 0.0 0.0
59.6 0.0 0.0 16.5 0.0 23.9 0.0 0.0 0.0 0.0 0.0
52.6 0.0 0.0 26.8 0.0 20.6 0.0 0.0 0.0 0.0 0.0
51.15 0.0 0.0 28.69 0.0 20.16 0.0 0.0 0.0 0.0 0.0
46.9 0.0 0.0 34.5 0.0 18.6 0.0 0.0 0.0 0.0 0.0
70.0 0.0 0.0 14.2 0.0 15.8 0.0 0.0 0.0 0.0 0.0
58.0 0.0 0.0 29.1 0.0 12.9 0.0 0.0 0.0 0.0 0.0
74.0 0.0 0.0 16.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0
73.96 0.59 11.78 12.6 0.75 0.0 0.0 0.0 0.32 0.0 0.0
74.87 1.49 10.33 13.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.05 1.52 9.89 13.51 1.0 0.0 0.0 0.0 0.0 0.0 0.0
73.01 1.48 10.29 13.31 1.88 0.0 0.0 0.0 0.0 0.0 0.0
72.2 1.52 10.4 12.88 2.98 0.0 0.0 0.0 0.0 0.0 0.0
70.67 1.52 10.39 13.43 3.82 0.0 0.0 0.0 0.0 0.0 0.0
69.65 1.51 10.23 13.76 4.82 0.0 0.0 0.0 0.0 0.0 0.0
68.93 1.54 10.33 13.34 5.8 0.0 0.0 0.0 0.0 0.0 0.0
68.06 1.45 10.39 13.29 6.76 0.0 0.0 0.0 0.0 0.0 0.0
75.58 1.45 7.24 12.81 2.89 0.0 0.0 0.0 0.0 0.0 0.0
73.84 1.49 8.25 13.58 2.83 0.0 0.0 0.0 0.0 0.0 0.0
73.11 1.54 9.31 13.09 2.88 0.0 0.0 0.0 0.0 0.0 0.0
71.0 1.51 11.43 13.06 2.96 0.0 0.0 0.0 0.0 0.0 0.0
70.19 1.49 12.27 13.15 2.87 0.0 0.0 0.0 0.0 0.0 0.0
68.99 1.52 13.34 13.24 2.87 0.0 0.0 0.0 0.0 0.0 0.0
68.03 1.48 14.34 13.23 2.87 0.0 0.0 0.0 0.0 0.0 0.0
72.08 1.26 12.13 13.5 1.0 0.0 0.0 0.0 0.0 0.0 0.0
73.04 1.17 6.19 12.91 6.66 0.0 0.0 0.0 0.0 0.0 0.0
72.6 1.22 4.12 13.13 8.89 0.0 0.0 0.0 0.0 0.0 0.0
72.12 1.26 2.03 13.53 11.01 0.0 0.0 0.0 0.0 0.0 0.0
64.36 5.99 0.1 11.98 10.98 0.0 0.0 0.0 3.99 0.0 0.0
69.0 14.0 0.0 0.0 10.0 2.0 2.0 0.0 3.0 0.0 0.0
77.0 7.0 0.0 0.0 13.0 0.0 3.0 0.0 0.0 0.0 0.0
73.49 12.96 8.62 0.0 4.0 0.93 0.0 0.0 0.0 0.0 0.0
73.72 13.0 8.65 0.0 4.01 0.0 0.0 0.0 0.0 0.0 0.0
73.79 13.01 8.66 0.0 4.01 0.0 0.0 0.0 0.0 0.0 0.0
68.56 11.81 11.53 0.0 7.07 0.91 0.0 0.0 0.0 0.0 0.12
69.21 12.24 10.27 0.0 7.14 0.0 0.0 0.0 0.0 0.0 0.0
61.6 12.1 11.0 0.0 15.3 0.0 0.0 0.0 0.0 0.0 0.0
50.31 11.86 18.33 0.0 19.5 0.0 0.0 0.0 0.0 0.0 0.0
58.45 11.88 8.64 0.0 21.03 0.0 0.0 0.0 0.0 0.0 0.0
44.81 9.39 30.95 0.0 14.85 0.0 0.0 0.0 0.0 0.0 0.0
55.89 11.76 8.55 0.0 23.8 0.0 0.0 0.0 0.0 0.0 0.0
41.16 12.13 37.5 0.0 9.21 0.0 0.0 0.0 0.0 0.0 0.0
45.64 10.76 31.51 0.0 12.09 0.0 0.0 0.0 0.0 0.0 0.0
54.5 11.89 12.43 0.0 20.31 0.87 0.0 0.0 0.0 0.0 0.0
55.59 12.14 11.58 0.0 19.18 0.0 0.0 0.0 0.0 0.0 0.61
68.29 10.55 8.13 0.0 2.51 9.95 0.0 0.0 0.0 0.0 0.0
68.09 10.55 9.14 0.0 1.71 9.94 0.0 0.0 0.0 0.0 0.0
67.95 10.49 8.09 0.0 3.0 9.9 0.0 0.0 0.0 0.0 0.0
67.91 10.44 9.05 0.0 2.19 9.84 0.0 0.0 0.0 0.0 0.0
66.32 12.22 8.33 0.0 13.13 0.0 0.0 0.0 0.0 0.0 0.0
64.16 12.2 10.53 0.0 13.11 0.0 0.0 0.0 0.0 0.0 0.0
67.07 11.56 8.29 0.0 13.08 0.0 0.0 0.0 0.0 0.0 0.0
64.91 11.54 10.49 0.0 13.06 0.0 0.0 0.0 0.0 0.0 0.0
61.91 10.17 13.7 0.0 14.22 0.0 0.0 0.0 0.0 0.0 0.0
71.28 14.42 3.99 0.0 10.31 0.0 0.0 0.0 0.0 0.0 0.0
66.33 12.29 10.5 0.0 10.88 0.0 0.0 0.0 0.0 0.0 0.0
66.9 12.51 7.96 0.0 11.08 0.0 0.0 0.0 0.0 0.0 0.0
66.76 12.3 8.38 0.0 11.66 0.9 0.0 0.0 0.0 0.0 0.0
66.8 12.5 7.95 0.0 10.28 0.0 0.0 0.0 0.0 0.0 0.63
52.62 14.51 12.53 0.0 20.34 0.0 0.0 0.0 0.0 0.0 0.0
65.27 15.76 8.6 0.0 10.37 0.0 0.0 0.0 0.0 0.0 0.0
53.47 15.15 9.92 0.0 21.46 0.0 0.0 0.0 0.0 0.0 0.0
65.71 15.87 10.39 0.0 8.03 0.0 0.0 0.0 0.0 0.0 0.0
68.74 15.7 2.85 0.0 12.71 0.0 0.0 0.0 0.0 0.0 0.0
58.65 18.85 3.43 0.0 19.07 0.0 0.0 0.0 0.0 0.0 0.0
51.96 18.37 3.34 0.0 26.33 0.0 0.0 0.0 0.0 0.0 0.0
67.71 12.94 9.41 0.0 3.27 5.68 0.0 0.0 0.0 0.0 0.86
68.92 13.18 9.6 0.0 0.17 5.8 0.0 0.0 0.0 0.0 0.88
71.29 11.89 7.21 0.0 0.17 5.81 0.0 0.0 0.0 0.0 0.88
69.03 12.34 9.44 0.0 1.64 5.7 0.0 0.0 0.0 0.0 0.43
69.55 12.44 8.32 0.0 1.65 5.75 0.0 0.0 0.0 0.0 0.87
69.3 12.38 8.89 0.0 1.65 5.72 0.0 0.0 0.0 0.0 0.65
68.81 12.4 8.3 0.0 2.47 5.73 0.0 0.0 0.0 0.0 0.87
69.42 12.4 8.31 0.0 1.65 5.73 0.0 0.0 0.0 0.0 0.43
69.79 11.72 9.47 0.0 0.82 5.72 0.0 0.0 0.0 0.0 0.43
63.63 8.82 0.0 16.59 4.78 4.61 0.0 0.0 1.36 0.0 0.0
62.02 10.17 0.0 16.73 4.82 4.66 0.0 0.0 1.38 0.0 0.0
61.66 8.85 0.0 16.63 4.8 6.48 0.0 0.0 1.37 0.0 0.0
60.04 10.2 0.0 16.78 4.84 6.54 0.0 0.0 1.38 0.0 0.0
64.01 7.61 0.0 14.6 4.81 4.64 0.0 0.0 4.12 0.0 0.0
64.2 11.45 0.0 14.64 4.83 4.66 0.0 0.0 0.0 0.0 0.0
61.96 8.89 0.0 16.72 4.82 4.65 0.0 0.0 2.75 0.0 0.0
61.98 6.35 0.0 14.63 4.82 6.51 0.0 0.0 5.5 0.0 0.0
67.72 10.08 0.0 14.04 7.98 0.0 0.0 0.0 0.13 0.0 0.0
60.64 3.4 0.0 9.29 7.59 3.9 0.0 0.0 0.0 5.09 7.59
64.74 16.48 0.0 16.48 2.2 0.0 0.0 0.0 0.0 0.0 0.0
62.3 8.4 2.4 16.0 3.3 1.9 0.0 0.0 3.5 0.0 0.0
77.1 5.7 0.0 8.6 0.0 0.0 4.3 0.0 4.3 0.0 0.0
73.9 8.7 0.0 4.3 0.0 0.0 4.3 0.0 8.7 0.0 0.0
60.4 10.89 0.0 10.89 15.84 0.0 0.99 0.0 0.0 0.0 0.0
64.6 5.95 0.0 10.39 16.88 0.0 0.2 0.0 0.0 0.0 0.0
65.7 6.0 0.0 9.0 17.2 0.0 0.1 0.0 0.0 0.0 0.0
72.46 10.71 6.61 0.0 3.41 0.0 0.0 0.0 0.0 0.0 4.03
72.4 10.7 9.05 0.0 1.7 0.0 0.0 0.0 0.0 0.0 4.03
72.44 11.13 7.9 0.0 1.72 0.5 0.0 0.0 0.0 0.0 4.51
72.42 11.47 7.9 0.0 1.72 0.5 0.0 0.0 0.0 0.0 4.51
72.14 11.42 7.25 0.0 2.56 0.99 0.0 0.0 0.0 0.0 4.49
71.32 11.82 7.29 0.0 2.58 0.99 0.0 0.0 0.0 0.0 4.52
67.87 5.0 3.64 10.39 0.0 12.17 0.0 0.0 0.0 0.0 0.0
68.38 5.06 3.75 10.07 0.0 11.89 0.0 0.0 0.0 0.0 0.0
68.2 5.65 3.43 9.3 0.0 12.33 0.0 0.0 0.0 0.0 0.0
68.95 5.13 3.75 8.95 0.0 12.36 0.0 0.0 0.0 0.0 0.0
69.17 5.13 3.75 8.74 0.0 12.36 0.0 0.0 0.0 0.0 0.0
70.21 4.08 3.6 11.4 0.0 9.88 0.0 0.0 0.0 0.0 0.0
66.95 5.0 3.63 11.61 0.0 11.98 0.0 0.0 0.0 0.0 0.0
66.51 11.46 0.0 15.18 4.83 0.47 0.0 0.0 1.38 0.0 0.0
69.94 8.73 0.0 13.75 4.73 2.28 0.0 0.0 0.4 0.0 0.0
69.7 8.5 0.45 13.98 5.96 0.0 0.0 0.0 1.28 0.0 0.0
69.0 10.32 0.0 15.13 5.38 0.0 0.0 0.0 0.0 0.0 0.0
64.58 7.95 0.23 12.56 10.21 0.0 0.0 0.0 3.96 0.0 0.0
64.93 16.21 0.0 16.52 2.16 0.0 0.0 0.0 0.0 0.0 0.0
58.96 14.14 0.0 14.87 9.31 0.0 0.0 0.0 1.33 0.0 0.0
66.32 12.73 0.05 13.93 3.31 3.53 0.0 0.0 0.03 0.0 0.0
67.28 12.04 0.49 13.87 2.79 3.41 0.0 0.0 0.01 0.0 0.0
66.33 12.73 0.04 14.12 1.79 3.53 0.0 0.0 0.01 0.0 0.0
67.31 12.54 0.04 13.62 2.11 4.25 0.0 0.0 0.01 0.0 0.0
67.43 12.56 0.03 13.54 2.41 3.93 0.0 0.0 0.01 0.0 0.0
66.16 12.73 0.48 14.19 1.84 3.58 0.0 0.0 0.01 0.0 0.0
66.59 12.41 0.12 13.4 3.01 3.42 0.0 0.0 0.66 0.0 0.0
67.23 12.67 0.06 13.97 1.83 4.1 0.0 0.0 0.03 0.0 0.0
