"Vickers Hardness 100g ( MPa )"
4684.0
5664.0
5027.0
5429.0
5762.0
5792.0
5664.0
5233.0
4812.0
5988.0
5361.0
4292.0
5116.0
4234.0
4361.0
4381.0
4312.0
4008.0
5537.0
5419.0
5351.0
5165.0
5047.0
5037.0
4949.0
4910.0
5586.0
5635.0
5762.0
5821.0
5909.0
4773.0
5429.0
5713.0
5929.0
6076.0
5508.0
4910.0
6027.0
4943.0
4797.0
4700.0
4839.0
4956.0
5684.0
5782.0
5243.0
4822.0
4733.0
4694.0
4586.0
4518.0
4479.0
5361.0
5272.0
5174.0
4920.0
4831.0
4871.0
5488.0
5312.0
5312.0
5302.0
5468.0
4194.0
4361.0
4479.0
4626.0
5145.0
5243.0
5606.0
4577.0
4606.0
4724.0
4978.0
5263.0
5282.0
5223.0
5331.0
5488.0
5508.0
5615.0
5243.0
4880.0
4900.0
4841.0
5890.0
5429.0
5870.0
6096.0
7213.0
3567.0
3861.0
4047.0
4204.0
4116.0
6497.0
6105.0
4851.0
4165.0
5958.0
6537.0
6713.0
6497.0
6674.0
3303.0
3616.0
3567.0
3518.0
3665.0
3979.0
3802.0
3763.0
3685.0
3567.0
3469.0
3548.0
3675.0
3969.0
4332.0
4949.0
3704.0
3861.0
4057.0
4047.0
4792.0
3165.0
3577.0
3459.0
3263.0
3391.0
4136.0
3930.0
3606.0
3303.0
3469.0
3430.0
3577.0
3499.0
3401.0
3528.0
3724.0
3548.0
3440.0
3518.0
5272.0
4498.0
7213.0
6096.0
5704.0
5704.0
5243.0
5214.0
5194.0
4822.0
5380.0
4547.0
3949.0
3989.0
4018.0
4077.0
4145.0
3998.0
4047.0
4126.0
4224.0
4028.0
4067.0
4155.0
4302.0
7389.0
4792.0
5292.0
4018.0
4057.0
4185.0
4341.0
4018.0
4057.0
4145.0
4302.0
3998.0
4028.0
4175.0
4008.0
4038.0
3998.0
4028.0
4116.0
4214.0
4890.0
4822.0
4106.0
5500.0
6100.0
5200.0
5488.0
5586.0
4430.0
4283.0
4126.0
3979.0
3822.0
3675.0
3538.0
6125.0
6517.0
6811.0
6713.0
6419.0
6762.0
6811.0
6664.0
6762.0
6762.0
6860.0
6713.0
5100.0
5507.6
5752.6
5370.4
6046.6
5047.0
5233.2
6036.8
5468.4
5233.2
5105.8
5350.8
5399.8
5066.6
5115.6
5615.4
5635.0
5154.8
5615.4
5409.6
5713.4
5380.2
5341.0
5409.6
5164.6
5997.6
5037.2
5576.2
5380.2
5380.2
5409.6
5733.0
5233.2
5350.8
5566.4
5488.0
4978.4
4557.0
4949.0
5527.2
5517.4
5772.2
5272.4
5733.0
5527.2
6977.6
5664.4
6399.4
5674.2
6458.2
6615.0
6301.4
5929.0
5831.0
7007.0
6350.4
5987.8
6448.4
6634.6
6556.2
5762.4
6742.4
7046.2
6517.0
6085.8
5252.8
5213.6
5125.4
4615.8
5007.8
5047.0
5194.0
5154.8
4596.2
5174.4
5145.0
4615.8
4890.2
5135.2
6291.6
6164.2
6291.6
6056.4
6144.6
6232.8
6330.8
6076.0
5213.6
6066.2
6027.0
5537.0
6409.2
6624.8
5497.8
5586.0
5272.4
5517.4
5321.4
5272.4
5311.6
5478.2
5439.0
5517.4
5693.8
5311.6
4998.0
5154.8
5096.0
5194.0
4998.0
5125.4
5194.0
4919.6
5037.2
5135.2
4958.8
4998.0
4949.0
4449.2
4635.4
4674.6
4949.0
4988.2
5194.0
4831.4
4733.4
5017.6
5047.0
5409.6
4929.4
4615.8
4517.8
4361.0
5135.2
5037.2
4831.4
4586.4
4655.0
4655.0
4596.2
4449.2
4488.4
4694.2
4449.2
3145.8
3381.0
3410.4
3606.4
3802.4
3449.6
5115.6
5096.0
5017.6
5076.4
4000.0
4250.0
3900.0
3500.0
6664.0
6713.0
7301.0
6958.0
6870.0
6840.0
7007.0
6958.0
6782.0
6733.0
6027.0
6086.0
6223.0
6595.0
6693.0
6929.0
6978.0
6007.0
6047.0
6654.0
6664.0
6644.0
6615.0
6586.0
6556.0
6546.0
6488.0
6458.0
6439.0
6321.0
6174.0
5655.0
5792.0
5674.0
5753.0
5694.0
5743.0
5586.0
5733.0
5723.0
5713.0
5713.0
5586.0
5684.0
5508.0
5625.0
5615.0
5664.0
5704.0
5586.0
5860.0
5762.0
5694.0
5713.0
5753.0
5684.0
5762.0
5635.0
5772.0
5772.0
5743.0
5655.0
5635.0
5547.0
5919.2
6076.0
6007.4
5948.6
5929.0
5899.6
5968.2
5889.8
5929.0
6301.4
5292.0
6027.0
5909.4
5919.2
5987.8
5909.4
5997.6
5948.6
5929.0
5899.6
5899.6
5929.0
5909.4
5929.0
5919.2
5909.4
5978.0
5919.2
5909.4
5978.0
5938.8
5929.0
5899.6
5987.8
6027.0
6193.6
6027.0
6007.4
5772.2
5968.2
5948.6
5880.0
5880.0
5899.6
5880.0
5870.2
5840.8
5880.0
5899.6
5909.4
5987.8
5889.8
5889.8
6811.0
6517.0
7304.626
7417.228
4730.0
5150.0
6958.0
6860.0
7105.0
6958.0
6076.0
6017.2
5860.4
6085.8
5805.52
6500.0
4664.8
4723.6
5000.0
5000.0
5600.0
5500.0
5100.0
5200.0
5600.0
5000.0
5100.0
5200.0
5500.0
6760.0
3580.0
3150.0
5350.0
3750.0
6200.0
4250.0
6470.0
6620.0
6420.0
6330.0
5360.0
5000.0
5900.0
6700.0
5700.0
5700.0
5800.0
5000.0
5500.0
5100.0
4900.0
4100.0
5500.0
5550.0
5780.0
4860.0
5270.0
5110.0
4870.0
4670.0
5640.0
5020.0
4840.0
5670.0
5780.0
5880.0
5980.0
6100.0
6350.0
5590.0
5590.0
5600.0
5570.0
5510.0
5480.0
6750.0
7300.0
3800.0
4000.0
4400.0
4800.0
4600.0
6380.0
6130.0
6000.0
6040.0
5410.0
5920.0
5950.0
6673.8
7065.8
7105.0
5500.0
5400.0
5500.0
5300.0
4800.0
5200.0
4800.0
7100.0
6500.0
6500.0
6200.0
6470.0
6400.0
6600.0
5800.0
6200.0
5500.0
5600.0
6500.0
6100.0
5400.0
4500.0
6600.0
6000.0
4900.0
4000.0
3700.0
7040.0
